scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,5,"[100, 100]",StrapGA_4b,"[[11587, 28240, 48484, 5276, 34735, 11869]]",[227641],[360.0008878707886],[6.499659042358399]
1,stationary,5,"[100, 100]",StrapGA_4b,"[[35048, 15182, 8278, 11790, 45202, 21943, 37938, 23558]]",[213119],[360.00234818458557],[8.202861638069152]
2,stationary,5,"[100, 100]",StrapGA_4b,"[[21590, 38349, 45041, 5890, 22392, 11743]]",[230345],[360.00674629211426],[5.770010166168213]
3,stationary,5,"[100, 100]",StrapGA_4b,"[[5364, 42266, 2735, 36049, 15002, 28496, 12103, 25682]]",[206942],[360.0109329223633],[7.591536459922789]
4,stationary,5,"[100, 100]",StrapGA_4b,"[[4873, 48386, 32104, 5275, 16936, 22146, 31600]]",[223415],[360.0060136318207],[7.1955235481262205]
5,stationary,5,"[100, 100]",StrapGA_4b,"[[1741, 35055, 8149, 31943, 15099, 48199, 5967, 46236, 28302, 12999, 27002]]",[208340],[360.00542187690735],[10.889297981262207]
6,stationary,5,"[100, 100]",StrapGA_4b,"[[45250, 18478, 5381, 32300, 42269, 23438, 17544]]",[227744],[360.00454568862915],[7.285210633277893]
7,stationary,5,"[100, 100]",StrapGA_4b,"[[48476, 38141, 14945, 21558, 5279, 41997]]",[244145],[360.00133442878723],[6.433864498138427]
8,stationary,5,"[100, 100]",StrapGA_4b,"[[17901, 25438, 44802, 1683, 32250, 26243, 17892]]",[216345],[360.00816106796265],[7.028022999763488]
9,stationary,5,"[100, 100]",StrapGA_4b,"[[28484, 38339, 5242, 31539, 48350, 14601]]",[218660],[360.0090401172638],[6.47901065826416]
10,stationary,5,"[100, 100]",StrapGA_4b,"[[23335, 11770, 22801, 4858, 18072, 47503, 31665]]",[210059],[360.00044798851013],[7.072102108001709]
11,stationary,5,"[100, 100]",StrapGA_4b,"[[5101, 32002, 12470, 31738, 26570, 6435, 42201, 27000, 5663]]",[206782],[360.0165376663208],[9.326196019649506]
12,stationary,5,"[100, 100]",StrapGA_4b,"[[44036, 8442, 28173, 47804, 11750, 35336, 3882]]",[216584],[360.0059759616852],[7.586942486763]
13,stationary,5,"[100, 100]",StrapGA_4b,"[[28401, 4768, 11672, 35102, 42236, 8450, 13569]]",[218123],[360.0008261203766],[7.5352105712890625]
14,stationary,5,"[100, 100]",StrapGA_4b,"[[37702, 5369, 48439, 18471, 21953, 3588, 35253]]",[205637],[360.01563692092896],[8.019102592468261]
15,stationary,5,"[100, 100]",StrapGA_4b,[None],[192277],[360.0054404735565],[None]
16,stationary,5,"[100, 100]",StrapGA_4b,"[[11540, 34641, 8449, 24804, 48495, 14372]]",[216551],[360.00274205207825],[6.387890429496765]
17,stationary,5,"[100, 100]",StrapGA_4b,"[[17850, 25198, 4641, 41550, 18375, 38237, 12089, 26677]]",[208329],[360.0026755332947],[8.904882445335387]
18,stationary,5,"[100, 100]",StrapGA_4b,"[[23297, 45244, 1566, 11935, 28443, 31999, 7591, 33482, 12146]]",[216950],[360.0002794265747],[10.420453004837038]
19,stationary,5,"[100, 100]",StrapGA_4b,"[[28204, 41803, 4470, 17772, 36636]]",[134665],[158.12877821922302],[4.9981281232833865]
20,stationary,5,"[100, 100]",StrapGA_4b,"[[26503, 32200, 32135, 3101, 42069, 32735, 15856, 26687]]",[218646],[360.01380610466003],[7.104384860992432]
21,stationary,5,"[100, 100]",StrapGA_4b,"[[16037, 5203, 38069, 22239, 48402, 14872, 7735, 13077]]",[217926],[360.00195598602295],[7.911956186294556]
22,stationary,5,"[100, 100]",StrapGA_4b,"[[11941, 25248, 8350, 14879, 31944, 21583, 45135, 8280, 46241]]",[210218],[360.00515508651733],[9.133308839797973]
23,stationary,5,"[100, 100]",StrapGA_4b,"[[44936, 8167, 37998, 14888, 41795, 26836, 2240]]",[214619],[360.0012757778168],[7.316967744827271]
24,stationary,5,"[100, 100]",StrapGA_4b,"[[31644, 8443, 45084, 15351, 41888, 5098, 28441]]",[225214],[360.00487422943115],[7.5311985874176015]
25,stationary,5,"[100, 100]",StrapGA_4b,"[[23879, 23872, 42404, 5040, 31738, 27104, 13971, 7250]]",[212760],[360.0034635066986],[8.47168975830078]
26,stationary,5,"[100, 100]",StrapGA_4b,"[[12894, 11565, 4701, 41597, 14345, 38336, 28071]]",[221572],[360.01446294784546],[6.629440655708313]
27,stationary,5,"[100, 100]",StrapGA_4b,"[[28402, 1836, 34935, 8345, 41742, 14074]]",[238685],[360.0049743652344],[6.556247234344482]
28,stationary,5,"[100, 100]",StrapGA_4b,"[[37599, 7966, 13584, 38435, 48503, 4953, 28372, 2249, 37635]]",[216121],[360.00917863845825],[9.34024369239807]
29,stationary,5,"[100, 100]",StrapGA_4b,"[[17840, 18242, 27781, 35036, 41737, 4601, 42670, 11936, 36744, 12939]]",[238989],[360.00022649765015],[9.990907578468324]
30,stationary,5,"[100, 100]",StrapGA_4b,"[[43400, 26703, 17039, 6770, 43372, 22003, 35803, 43657, 22296]]",[232412],[360.01314878463745],[8.756959948539734]
31,stationary,5,"[100, 100]",StrapGA_4b,"[[42303, 8100, 15651, 15635, 27166, 32869, 42238, 14500]]",[217698],[360.00217747688293],[7.75236587047577]
32,stationary,5,"[100, 100]",StrapGA_4b,"[[13203, 22068, 35840, 1535, 15872, 44104, 18381]]",[228756],[360.0110549926758],[7.098900909423828]
