scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,8,"[100, 100]",StrapGA_sort_6b,"[[6974, 12809, 47521, 21792, 64420, 46025, 59185, 72376, 38032]]",[254795],[360.00316524505615],[8.79691798210144]
1,stationary,8,"[100, 100]",StrapGA_sort_6b,"[[55224, 71065, 47293, 28894, 11541, 6941, 37309, 66163, 49332]]",[239336],[360.0061454772949],[9.879875669479372]
2,stationary,8,"[100, 100]",StrapGA_sort_6b,"[[58516, 44509, 73280, 38889, 25779, 15848, 60983, 3239]]",[267527],[360.00892972946167],[8.384463424682616]
3,stationary,8,"[100, 100]",StrapGA_sort_6b,"[[49292, 29175, 38233, 74067, 50768, 7504, 14690, 61823]]",[288540],[360.0151250362396],[7.651185283660889]
4,stationary,8,"[100, 100]",StrapGA_sort_6b,"[[17685, 1513, 58367, 66088, 36747, 42492, 76367, 64039, 24919]]",[272687],[360.0067021846771],[7.731617188453675]
5,stationary,8,"[100, 100]",StrapGA_sort_6b,"[[45304, 63545, 54164, 15680, 6720, 32178, 76345, 28214, 41407]]",[260506],[360.01565194129944],[9.377028808593748]
6,stationary,8,"[100, 100]",StrapGA_sort_6b,"[[33925, 3888, 75918, 46266, 60884, 28666, 17389, 58725]]",[252115],[360.00044465065],[8.788977470397949]
7,stationary,8,"[100, 100]",StrapGA_sort_6b,"[[71604, 65740, 49228, 8596, 30876, 14609, 59066, 27723]]",[278163],[360.01232647895813],[8.317386016845703]
8,stationary,8,"[100, 100]",StrapGA_sort_6b,"[[43414, 37834, 6494, 21842, 61922, 76075, 14268, 51768]]",[275888],[360.01084542274475],[7.861671328544617]
9,stationary,8,"[100, 100]",StrapGA_sort_6b,"[[43384, 68797, 22700, 48071, 38947, 79324, 11015, 3033, 56593]]",[257194],[360.0166161060333],[9.634745197296144]
