scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,8,"[100, 100]",StrapGA+SS_sort_4b,"[[23827, 6974, 12809, 46025, 21792, 64420, 72376, 38032, 59185]]",[196633],[360.0251462459564],[8.86870906829834]
1,stationary,8,"[100, 100]",StrapGA+SS_sort_4b,"[[46994, 28894, 55224, 71065, 6941, 37309, 66163, 49332, 11541]]",[195726],[360.0049912929535],[9.920089836120605]
2,stationary,8,"[100, 100]",StrapGA+SS_sort_4b,"[[58516, 44509, 73280, 3239, 60983, 38889, 15848, 25779]]",[222288],[360.0030553340912],[8.43170244216919]
3,stationary,8,"[100, 100]",StrapGA+SS_sort_4b,"[[49292, 29175, 38233, 74067, 50768, 7504, 14690, 61823]]",[226666],[360.02066826820374],[7.651185283660889]
4,stationary,8,"[100, 100]",StrapGA+SS_sort_4b,"[[1513, 24919, 36747, 42492, 58367, 64039, 17685, 76367]]",[214361],[360.0008587837219],[7.7635063934326185]
5,stationary,8,"[100, 100]",StrapGA+SS_sort_4b,"[[54164, 64596, 15680, 6720, 32178, 76345, 28214, 41407, 63545]]",[200600],[360.0145251750946],[9.4081858253479]
6,stationary,8,"[100, 100]",StrapGA+SS_sort_4b,"[[33925, 46266, 75399, 3888, 60884, 28666, 17389, 75918, 58725]]",[206565],[360.0028073787689],[8.615086078643799]
7,stationary,8,"[100, 100]",StrapGA+SS_sort_4b,"[[49228, 8596, 30876, 59066, 27723, 71604, 65740, 14609]]",[225007],[360.0043566226959],[8.383452324867248]
8,stationary,8,"[100, 100]",StrapGA+SS_sort_4b,"[[43414, 37834, 6494, 14268, 21842, 61922, 51768, 76075]]",[211819],[360.0233941078186],[7.898203711509704]
9,stationary,8,"[100, 100]",StrapGA+SS_sort_4b,"[[24207, 48071, 22700, 68797, 38947, 79324, 11015, 3033, 56593]]",[200769],[360.0112009048462],[9.957856807708742]
