scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,3,"[101, 101]",StrapGA_4b,"[[16452, 27101, 2283]]",[101],[0.23402905464172363],[3.0884994997836577]
1,stationary,3,"[101, 101]",StrapGA_4b,"[[27222, 3020, 14064]]",[232],[0.4400794506072998],[3.614161836982954]
2,stationary,3,"[101, 101]",StrapGA_4b,"[[28473, 5808, 15537, 7211]]",[802],[1.725233554840088],[4.201108732317934]
3,stationary,3,"[101, 101]",StrapGA_4b,"[[3110, 13472, 27825]]",[281],[0.43435120582580566],[2.8086536483009263]
4,stationary,3,"[101, 101]",StrapGA_4b,"[[7899, 14975, 26736]]",[319],[0.45467472076416016],[3.2365577867715665]
5,stationary,3,"[101, 101]",StrapGA_4b,"[[27215, 13174, 7364]]",[133],[0.1909630298614502],[3.1959342918773688]
6,stationary,3,"[101, 101]",StrapGA_4b,"[[28260, 1576, 14169]]",[484],[0.7569050788879395],[3.3718235620177617]
7,stationary,3,"[101, 101]",StrapGA_4b,"[[4330, 19062, 24385]]",[197],[0.31145358085632324],[3.281185920639793]
8,stationary,3,"[101, 101]",StrapGA_4b,"[[16040, 24494, 4265, 27796]]",[1339],[2.056474447250366],[4.230440298401483]
9,stationary,3,"[101, 101]",StrapGA_4b,"[[28806, 18569, 4073]]",[84],[0.125640869140625],[3.3671730494735264]
