scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,4,"[100, 200]",Labbe+SS,"[[64661, 14627, 52658, 23229]]",[10],[0.014984607696533203],[20.220000000000002]
1,mobile,4,"[100, 200]",Labbe+SS,"[[66959, 29390, 55841, 7629]]",[10],[0.01812577247619629],[18.880000000000003]
2,mobile,4,"[100, 200]",Labbe+SS,"[[13630, 63669, 52195, 30560, 63987]]",[13],[0.02773261070251465],[19.1]
3,mobile,4,"[100, 200]",Labbe+SS,"[[13760, 44192, 23137, 74794, 27850]]",[12],[0.024920940399169922],[18.020000000000003]
4,mobile,4,"[100, 200]",Labbe+SS,"[[10, 44779, 11, 26726, 7429, 31566, 67860]]",[21],[0.04706239700317383],[28.28]
5,mobile,4,"[100, 200]",Labbe+SS,"[[75588, 23830, 10250, 24056, 56840]]",[13],[0.02668142318725586],[15.120000000000001]
6,mobile,4,"[100, 200]",Labbe+SS,"[[36979, 69137, 50788, 4568, 64832]]",[13],[0.026064395904541016],[17.68]
7,mobile,4,"[100, 200]",Labbe+SS,"[[5632, 26393, 74776, 47959]]",[10],[0.016329050064086914],[15.52]
8,mobile,4,"[100, 200]",Labbe+SS,"[[8909, 56439, 4, 63456, 9837, 28195]]",[20],[0.05028223991394043],[23.76]
9,mobile,4,"[100, 200]",Labbe+SS,"[[23829, 63062, 16241, 49461]]",[10],[0.018451452255249023],[13.9]
10,mobile,4,"[100, 200]",Labbe+SS,"[[13859, 66163, 55591, 24653]]",[10],[0.02364063262939453],[15.100000000000001]
11,mobile,4,"[100, 200]",Labbe+SS,"[[69967, 55227, 8636, 36463]]",[10],[0.017683982849121094],[10.420000000000002]
12,mobile,4,"[100, 200]",Labbe+SS,"[[49377, 66631, 36043, 3662]]",[10],[0.019377470016479492],[14.240000000000002]
13,mobile,4,"[100, 200]",Labbe+SS,"[[43773, 24061, 13062, 71974]]",[10],[0.022278308868408203],[13.96]
14,mobile,4,"[100, 200]",Labbe+SS,"[[66587, 8135, 43260, 29853, 13789]]",[13],[0.028060197830200195],[17.96]
15,mobile,4,"[100, 200]",Labbe+SS,"[[56795, 75364, 25459, 8586]]",[10],[0.017885923385620117],[14.280000000000001]
16,mobile,4,"[100, 200]",Labbe+SS,"[[76393, 43959, 11661, 23392]]",[10],[0.017093181610107422],[14.280000000000001]
17,mobile,4,"[100, 200]",Labbe+SS,"[[13654, 45662, 30184, 63229]]",[10],[0.016408681869506836],[12.96]
18,mobile,4,"[100, 200]",Labbe+SS,"[[36764, 9567, 43165, 67849]]",[10],[0.022749900817871094],[14.46]
19,mobile,4,"[100, 200]",Labbe+SS,"[[26371, 73759, 15791, 43851]]",[10],[0.018333911895751953],[15.96]
20,mobile,4,"[100, 200]",Labbe+SS,"[[31387, 64965, 51275, 14835, 44629]]",[12],[0.028949499130249023],[15.66]
21,mobile,4,"[100, 200]",Labbe+SS,"[[5580, 25246, 51996, 72961]]",[10],[0.01819014549255371],[15.920000000000002]
22,mobile,4,"[100, 200]",Labbe+SS,"[[10031, 23459, 73193, 56439]]",[10],[0.020668745040893555],[17.200000000000003]
23,mobile,4,"[100, 200]",Labbe+SS,"[[75463, 34231, 7294, 43782, 6049]]",[13],[0.028497695922851562],[12.74]
24,mobile,4,"[100, 200]",Labbe+SS,"[[28238, 63959, 11168, 55234]]",[10],[0.01794600486755371],[10.06]
25,mobile,4,"[100, 200]",Labbe+SS,"[[4827, 28305, 51863, 32029, 65661]]",[13],[0.03050541877746582],[11.319999999999999]
26,mobile,4,"[100, 200]",Labbe+SS,"[[6713, 33560, 74796, 50053, 8591]]",[19],[0.06186938285827637],[19.840000000000003]
27,mobile,4,"[100, 200]",Labbe+SS,"[[55563, 6229, 69676, 26577, 76653]]",[13],[0.03184819221496582],[22.78]
28,mobile,4,"[100, 200]",Labbe+SS,"[[10, 5773, 75682, 36585, 76648, 49854]]",[18],[0.041342735290527344],[20.96]
29,mobile,4,"[100, 200]",Labbe+SS,"[[46285, 24230, 64574, 13454, 45061]]",[17],[0.04077959060668945],[15.340000000000002]
30,mobile,4,"[100, 200]",Labbe+SS,"[[24394, 7759, 66630, 55377]]",[10],[0.018604755401611328],[16.740000000000002]
31,mobile,4,"[100, 200]",Labbe+SS,"[[35791, 8, 8573, 54045, 74759]]",[13],[0.028735637664794922],[19.54]
32,mobile,4,"[100, 200]",Labbe+SS,"[[30427, 56161, 76837, 8459]]",[10],[0.01586747169494629],[13.46]
33,mobile,4,"[100, 200]",Labbe+SS,"[[75961, 8, 24184, 15192, 46635]]",[13],[0.027267932891845703],[17.520000000000003]
34,mobile,4,"[100, 200]",Labbe+SS,"[[76793, 30592, 47525, 3184, 44227]]",[13],[0.03244614601135254],[11.82]
35,mobile,4,"[100, 200]",Labbe+SS,"[[43630, 12639, 24190, 68559]]",[10],[0.021625518798828125],[16.28]
36,mobile,4,"[100, 200]",Labbe+SS,"[[28760, 65897, 6235, 56632, 73863]]",[14],[0.03125500679016113],[17.42]
37,mobile,4,"[100, 200]",Labbe+SS,"[[63394, 43028, 10387, 30857]]",[10],[0.01588129997253418],[18.48]
38,mobile,4,"[100, 200]",Labbe+SS,"[[75027, 31062, 43252, 5390]]",[10],[0.015375375747680664],[12.44]
39,mobile,4,"[100, 200]",Labbe+SS,"[[32785, 45577, 11653, 64647]]",[10],[0.019058704376220703],[12.700000000000001]
