scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,7,"[100, 200]",Labbe+SS,"[[70894, 44686, 33465, 83260, 132021, 108453, 17497]]",[50],[0.08657670021057129],[22.96]
1,mobile,7,"[100, 200]",Labbe+SS,"[[117428, 131429, 29396, 83197, 66891, 6625, 54605]]",[36],[0.07093954086303711],[28.919999999999998]
2,mobile,7,"[100, 200]",Labbe+SS,"[[54656, 94621, 123826, 11482, 76686, 23801, 108819]]",[35],[0.07069730758666992],[23.860000000000003]
3,mobile,7,"[100, 200]",Labbe+SS,"[[124907, 43078, 93853, 27988, 8264, 117787, 69420, 136817]]",[63],[0.14267754554748535],[27.5]
4,mobile,7,"[100, 200]",Labbe+SS,"[[96819, 69586, 131892, 24491, 13558, 102590, 53661, 11414]]",[43],[0.09867739677429199],[31.340000000000003]
5,mobile,7,"[100, 200]",Labbe+SS,"[[83495, 31297, 136897, 110176, 12069, 47253, 102466, 77674]]",[45],[0.09706473350524902],[25.52]
6,mobile,7,"[100, 200]",Labbe+SS,"[[53456, 76189, 106381, 26693, 88061, 122454, 6407, 114689]]",[50],[0.1127023696899414],[27.86]
7,mobile,7,"[100, 200]",Labbe+SS,"[[73893, 52532, 117019, 14795, 29618, 95458, 127387, 42592, 85017]]",[56],[0.14200305938720703],[33.60000000000001]
8,mobile,7,"[100, 200]",Labbe+SS,"[[48229, 94096, 122318, 73271, 13021, 27677, 123007, 102887]]",[41],[0.08680844306945801],[30.48]
9,mobile,7,"[100, 200]",Labbe+SS,"[[124091, 116586, 33860, 83398, 5, 55813, 72888, 4658]]",[39],[0.09121918678283691],[31.819999999999997]
10,mobile,7,"[100, 200]",Labbe+SS,"[[136656, 66463, 94291, 51659, 117788, 31626, 5288]]",[40],[0.08173966407775879],[23.24]
11,mobile,7,"[100, 200]",Labbe+SS,"[[128696, 2694, 33892, 43397, 35, 87466, 74202, 109211]]",[39],[0.09101295471191406],[32.78]
12,mobile,7,"[100, 200]",Labbe+SS,"[[6, 109801, 67630, 35390, 10144, 94065, 43992, 9063, 123280]]",[65],[0.15611505508422852],[33.46]
13,mobile,7,"[100, 200]",Labbe+SS,"[[35, 22474, 76990, 87464, 11627, 53282, 109112, 122788, 117419]]",[58],[0.1270904541015625],[32.46000000000001]
14,mobile,7,"[100, 200]",Labbe+SS,"[[13653, 72424, 105692, 37293, 122256, 51495, 87853]]",[58],[0.09499526023864746],[23.160000000000004]
15,mobile,7,"[100, 200]",Labbe+SS,"[[51661, 116259, 71819, 123083, 82257, 30491, 9589]]",[36],[0.07878375053405762],[27.540000000000003]
16,mobile,7,"[100, 200]",Labbe+SS,"[[40, 43697, 7663, 102668, 125727, 96254, 32288, 77677, 131407]]",[66],[0.16706347465515137],[27.720000000000002]
17,mobile,7,"[100, 200]",Labbe+SS,"[[129191, 64607, 30614, 109692, 4475, 53986, 97467]]",[35],[0.06744241714477539],[22.82]
18,mobile,7,"[100, 200]",Labbe+SS,"[[17600, 48473, 86097, 74889, 22630, 117253, 122461]]",[70],[0.11260747909545898],[23.88]
19,mobile,7,"[100, 200]",Labbe+SS,"[[70189, 116891, 25207, 130623, 16653, 55826, 87895]]",[48],[0.08709478378295898],[26.1]
20,mobile,7,"[100, 200]",Labbe+SS,"[[83028, 68024, 12, 35811, 133986, 51469, 4318, 104460, 8396]]",[52],[0.12781715393066406],[28.02]
21,mobile,7,"[100, 200]",Labbe+SS,"[[52497, 97537, 73591, 117427, 127986, 22815, 12818, 82986]]",[52],[0.12318587303161621],[26.42]
