scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,7,"[100, 200]",Labbe+S,"[[44686, 70894, 132021, 33465, 83260, 17497, 108453]]",[53],[0.09528374671936035],[27.8]
1,mobile,7,"[100, 200]",Labbe+S,"[[131429, 29396, 83197, 54605, 117428, 6625, 66891]]",[61],[0.10712385177612305],[25.42]
2,mobile,7,"[100, 200]",Labbe+S,"[[54656, 94621, 123826, 11482, 76686, 23801, 108819]]",[41],[0.09018898010253906],[23.860000000000003]
3,mobile,7,"[100, 200]",Labbe+S,"[[39, 43078, 93853, 27988, 8264, 69420, 117787, 136817]]",[66],[0.1473548412322998],[29.040000000000006]
4,mobile,7,"[100, 200]",Labbe+S,"[[96819, 69586, 131892, 24491, 1, 102590, 53661, 11414]]",[40],[0.08656954765319824],[31.340000000000003]
5,mobile,7,"[100, 200]",Labbe+S,"[[31297, 136897, 83495, 112124, 12069, 77674, 47253, 102466]]",[46],[0.10272431373596191],[24.760000000000005]
6,mobile,7,"[100, 200]",Labbe+S,"[[53456, 76189, 29574, 122454, 114689, 88061, 6407, 26693]]",[46],[0.09354662895202637],[26.62]
7,mobile,7,"[100, 200]",Labbe+S,"[[73893, 48657, 117019, 14795, 29618, 82955, 127387, 42592, 85017]]",[63],[0.1379108428955078],[24.62]
8,mobile,7,"[100, 200]",Labbe+S,"[[48229, 94096, 122728, 73271, 13021, 27677, 102887, 123007]]",[43],[0.16128945350646973],[30.18]
9,mobile,7,"[100, 200]",Labbe+S,"[[33860, 83398, 124091, 116586, 67962, 4658, 55813, 72888]]",[43],[0.09947776794433594],[33.879999999999995]
10,mobile,7,"[100, 200]",Labbe+S,"[[94291, 136656, 66463, 117788, 5288, 51659, 31626]]",[33],[0.0637519359588623],[26.18]
11,mobile,7,"[100, 200]",Labbe+S,"[[128696, 2694, 33892, 43397, 29, 74202, 109211, 87466]]",[37],[0.07904577255249023],[31.580000000000002]
12,mobile,7,"[100, 200]",Labbe+S,"[[8, 67630, 109801, 35390, 24, 43992, 9063, 123280, 94065]]",[78],[0.19296956062316895],[29.0]
13,mobile,7,"[100, 200]",Labbe+S,"[[30, 87464, 22474, 76990, 11627, 122788, 117419, 53282]]",[60],[0.13550066947937012],[26.42]
14,mobile,7,"[100, 200]",Labbe+S,"[[13653, 122256, 87853, 105692, 37293, 72424, 51495]]",[67],[0.10345029830932617],[24.22]
15,mobile,7,"[100, 200]",Labbe+S,"[[116259, 51661, 71819, 123083, 30491, 82257, 9589]]",[36],[0.06681323051452637],[26.160000000000004]
16,mobile,7,"[100, 200]",Labbe+S,"[[0, 102668, 96254, 77677, 32288, 131407, 43697, 7663]]",[68],[0.15509295463562012],[29.520000000000007]
17,mobile,7,"[100, 200]",Labbe+S,"[[129191, 64607, 30614, 53986, 109692, 4475, 97467]]",[33],[0.06185030937194824],[23.3]
18,mobile,7,"[100, 200]",Labbe+S,"[[17600, 22630, 122461, 48473, 86097, 117253, 74889]]",[73],[0.11373281478881836],[21.8]
