scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[26819, 14825, 41440, 61968, 79345, 82519, 8102, 34870, 56868, 98877]]",[242652],[360.03704285621643],[8.68929359436035]
1,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[17555, 67129, 34823, 84003, 2433, 72100, 56905, 29238, 41160, 98711, 34357]]",[200750],[360.0299828052521],[11.159189758300782]
2,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[85336, 7, 17127, 91330, 69210, 73230, 49361, 53965, 25470, 37544, 4313]]",[195313],[360.000333070755],[11.379321460723876]
3,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[28461, 85, 61434, 90998, 42863, 51713, 79244, 16707, 1370, 34352, 85169, 33941]]",[192894],[360.0385913848877],[11.729318971633909]
4,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[14936, 91930, 82105, 41971, 66712, 5552, 58525, 37850, 76270, 28066]]",[207250],[360.02332854270935],[10.564447927474976]
5,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[43034, 31320, 56062, 18119, 72182, 25640, 93651, 6116, 60856, 57168, 87904]]",[200703],[360.02472734451294],[11.063188109397888]
6,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[72231, 94946, 67336, 89211, 32008, 5829, 43047, 10867, 25578, 57207, 92367]]",[203148],[360.0278389453888],[11.373202991485595]
7,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[32352, 84, 83849, 4322, 79053, 51609, 28512, 42724, 91674, 66418, 8331, 16051]]",[196314],[360.02474665641785],[11.60685368537903]
8,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[20874, 93050, 3122, 62875, 79042, 17770, 55375, 42104, 95614, 33738, 81558]]",[210636],[360.00378465652466],[11.437203559875488]
9,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[6912, 98604, 74565, 33320, 46057, 21869, 11025, 53749, 81199, 65418]]",[231880],[360.0100107192993],[8.858477821350096]
10,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[25632, 37869, 7047, 94174, 83057, 68750, 78428, 13423, 43807, 58903]]",[224225],[360.0048289299011],[9.503318028450012]
11,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[72421, 96574, 23981, 45522, 34553, 17853, 62666, 9335, 58713, 86904, 72406]]",[194223],[360.0051484107971],[11.072407402992248]
12,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[5629, 95400, 42630, 14270, 74015, 66253, 31070, 20830, 87482, 52005]]",[220599],[360.02643632888794],[11.068844299316407]
13,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[92944, 18219, 25126, 74101, 58504, 67634, 8455, 85970, 45548, 34182]]",[211604],[360.0144851207733],[9.012491989135741]
14,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[43604, 35319, 77540, 22979, 17470, 51417, 89120, 3630, 61252, 90973]]",[232090],[360.0296437740326],[11.332761573791503]
15,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[41045, 62941, 26650, 2526, 87407, 95230, 78924, 51677, 37127, 15045, 61707]]",[201318],[360.02548575401306],[11.304996871948243]
16,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[83601, 5309, 94782, 72179, 51448, 46818, 23437, 15965, 37103, 3619, 65839, 52956]]",[198359],[360.0011639595032],[9.940566225051878]
17,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[29355, 93099, 12357, 72223, 38908, 84364, 7550, 52277, 41240, 12361, 66055]]",[200201],[360.0140416622162],[12.287257823944092]
18,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[36328, 85111, 90908, 21854, 52473, 2529, 76743, 46458, 19054, 68916]]",[205297],[360.00582337379456],[9.402304210662841]
19,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[92075, 46214, 70, 6130, 17461, 24399, 38205, 71701, 81917, 63945, 54065]]",[201790],[360.01602435112],[11.019007072448732]
20,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[34370, 15245, 22170, 91603, 56573, 78677, 2123, 88408, 42839, 64713, 37841]]",[205542],[360.0150713920593],[11.057474775314331]
21,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[5426, 57348, 37325, 19373, 41962, 24874, 72077, 67802, 99336, 32710, 84854]]",[229302],[360.0216238498688],[10.402186269760133]
22,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[13, 71080, 65552, 48209, 23445, 34277, 83410, 92161, 11321, 1238, 51905, 86198]]",[190467],[360.0029125213623],[11.644145650863646]
23,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[74957, 51178, 48711, 24197, 95808, 39137, 4328, 21499, 86827, 17959, 63363]]",[205315],[360.0035648345947],[10.575282649993897]
24,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[73002, 60923, 85421, 97334, 29236, 41440, 30867, 56469, 14380, 8557]]",[206597],[360.0051283836365],[10.963751792907717]
25,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[1621, 36, 71297, 43430, 28758, 91043, 67882, 36138, 89097, 56322, 18516]]",[215203],[360.01405906677246],[10.94388020515442]
26,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[59025, 47008, 75, 14899, 66824, 82647, 31630, 4658, 72713, 22478, 97342]]",[208340],[360.02440118789673],[11.599820184707642]
27,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[81, 22714, 18961, 76858, 84299, 46481, 34619, 94780, 51839, 62967, 7514]]",[213956],[360.0024342536926],[10.58391848564148]
28,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[42925, 67423, 9375, 35666, 56504, 71035, 29208, 81672, 92202, 16839, 65137]]",[194382],[360.0219795703888],[12.050272114276884]
29,stationary,10,"[100, 100]",StrapGA+SS_4b,"[[23863, 91159, 55016, 87104, 41075, 35974, 16132, 2602, 63038, 59298, 75658]]",[214257],[360.0012483596802],[11.235787115097045]
