scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,10,"[100, 100]",Labbe+S,"[[41440, 82519, 8102, 56868, 61968, 98877, 26819, 14825, 79345, 34870]]",[175],[0.3242933750152588],[10.64227060317993]
1,stationary,10,"[100, 100]",Labbe+S,"[[84003, 2433, 72100, 56905, 17555, 41160, 67129, 34357, 29238, 98711]]",[107],[0.220048189163208],[11.435732078552245]
2,stationary,10,"[100, 100]",Labbe+S,"[[85336, 91330, 69210, 73230, 37544, 39, 53965, 4313, 25470, 17127, 49361]]",[193],[0.5227103233337402],[12.31684148788452]
3,stationary,10,"[100, 100]",Labbe+S,"[[28461, 1370, 42863, 58, 51713, 90998, 79244, 16707, 61434, 84907, 33941, 85169]]",[208],[0.5492355823516846],[14.737581577301025]
4,stationary,10,"[100, 100]",Labbe+S,"[[14936, 41971, 82105, 91930, 66712, 5552, 58525, 76270, 37850, 28066]]",[158],[0.2887420654296875],[10.41484652519226]
5,stationary,10,"[100, 100]",Labbe+S,"[[31320, 43034, 72182, 57836, 18119, 25640, 6116, 60856, 93651, 87904, 57168]]",[228],[0.549767255783081],[12.486854338645934]
6,stationary,10,"[100, 100]",Labbe+S,"[[72231, 67336, 43047, 10867, 89211, 57207, 24802, 92367, 32008, 5829, 25578]]",[202],[0.46579527854919434],[14.182795295715334]
7,stationary,10,"[100, 100]",Labbe+S,"[[79053, 51609, 32352, 28512, 42724, 84, 83849, 16051, 91674, 5133, 66418, 8331]]",[166],[0.41131067276000977],[11.990845289230348]
8,stationary,10,"[100, 100]",Labbe+S,"[[17770, 20874, 79042, 3122, 55375, 33738, 42104, 68310, 95614, 62875, 81558]]",[156],[0.33440518379211426],[13.538899593353271]
9,stationary,10,"[100, 100]",Labbe+S,"[[6912, 74565, 46057, 53749, 33320, 65418, 11025, 21869, 81199, 98604]]",[209],[0.3475368022918701],[10.463635997772217]
10,stationary,10,"[100, 100]",Labbe+S,"[[13423, 68750, 7047, 37869, 94174, 25632, 78428, 83057, 43807, 58903]]",[186],[0.3432779312133789],[10.272669243812562]
11,stationary,10,"[100, 100]",Labbe+S,"[[96574, 23981, 58713, 34, 17853, 62666, 86904, 72406, 9335, 45522, 34553]]",[237],[0.5989477634429932],[12.919462370872498]
12,stationary,10,"[100, 100]",Labbe+S,"[[5629, 42630, 74015, 66253, 95400, 87482, 20830, 14270, 52005, 31070]]",[192],[0.3819997310638428],[12.524182682037353]
13,stationary,10,"[100, 100]",Labbe+S,"[[92944, 67634, 8455, 18219, 85970, 45548, 58504, 34182, 25126, 74101]]",[134],[0.26880908012390137],[10.262520904541015]
14,stationary,10,"[100, 100]",Labbe+S,"[[35319, 43604, 22979, 3630, 77540, 51417, 90973, 17470, 89120, 61252]]",[189],[0.3650343418121338],[12.477129116058348]
15,stationary,10,"[100, 100]",Labbe+S,"[[26650, 2526, 51677, 15045, 41045, 87407, 61018, 95230, 37127, 78924, 61707]]",[177],[0.3983299732208252],[13.097269706726072]
16,stationary,10,"[100, 100]",Labbe+S,"[[83601, 94782, 72179, 15965, 8, 46818, 23437, 65839, 37103, 52956, 3619]]",[215],[0.6494917869567871],[11.7294645690918]
17,stationary,10,"[100, 100]",Labbe+S,"[[41240, 84364, 93099, 29355, 38431, 7550, 12361, 52277, 66055, 72223, 38908]]",[214],[0.6294610500335693],[14.34828691482544]
18,stationary,10,"[100, 100]",Labbe+S,"[[36328, 85111, 90908, 21854, 52473, 76743, 2529, 46458, 19054, 68916]]",[113],[0.27885937690734863],[9.6240016746521]
19,stationary,10,"[100, 100]",Labbe+S,"[[6130, 92075, 46214, 17461, 24399, 34, 81917, 71701, 63945, 54065, 38205]]",[173],[0.5219190120697021],[11.362388935089113]
20,stationary,10,"[100, 100]",Labbe+S,"[[91603, 15245, 42839, 22170, 88408, 78677, 2123, 64464, 37841, 56573, 64713]]",[154],[0.321702241897583],[11.947220239639282]
21,stationary,10,"[100, 100]",Labbe+S,"[[5426, 57348, 72077, 84854, 19373, 41962, 99336, 24874, 65403, 32710, 67802]]",[192],[0.3835334777832031],[11.916730146408081]
