scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,10,"[100, 100]",Labbe+SS,"[[41440, 82519, 79345, 56868, 26819, 61968, 14825, 98877, 8102, 34870]]",[209],[0.330355167388916],[11.16851821899414]
1,stationary,10,"[100, 100]",Labbe+SS,"[[84003, 2433, 72100, 56905, 17555, 41160, 67129, 34357, 29238, 98711]]",[105],[0.21283721923828125],[11.435732078552245]
2,stationary,10,"[100, 100]",Labbe+SS,"[[85336, 91330, 69210, 37544, 73230, 17509, 49361, 53965, 25470, 4313, 17127]]",[175],[0.38532257080078125],[12.65863842010498]
3,stationary,10,"[100, 100]",Labbe+SS,"[[28461, 1370, 42863, 54, 51713, 79244, 16707, 90998, 61434, 88397, 33941, 85169]]",[184],[0.4154055118560791],[16.303655796051025]
4,stationary,10,"[100, 100]",Labbe+SS,"[[14936, 41971, 82105, 91930, 5552, 66712, 58525, 37850, 76270, 28066]]",[154],[0.2559831142425537],[10.893092222213745]
5,stationary,10,"[100, 100]",Labbe+SS,"[[72182, 31320, 43034, 51, 18119, 25640, 93651, 6116, 60856, 87904, 57168]]",[275],[0.5511696338653564],[13.869425349235534]
6,stationary,10,"[100, 100]",Labbe+SS,"[[89211, 72231, 67336, 43047, 10867, 57207, 26976, 92367, 32008, 5829, 25578]]",[172],[0.32136106491088867],[13.834123039245606]
7,stationary,10,"[100, 100]",Labbe+SS,"[[79053, 51609, 32352, 28512, 42724, 92667, 83849, 16051, 91674, 65336, 8331, 66418]]",[173],[0.3449673652648926],[12.013190898895266]
8,stationary,10,"[100, 100]",Labbe+SS,"[[17770, 20874, 79042, 55375, 33738, 3122, 42104, 55, 95614, 62875, 81558]]",[137],[0.2530691623687744],[13.876049003601075]
9,stationary,10,"[100, 100]",Labbe+SS,"[[6912, 74565, 46057, 53749, 98604, 11025, 33320, 65418, 21869, 81199]]",[203],[0.3110649585723877],[10.714707145690918]
10,stationary,10,"[100, 100]",Labbe+SS,"[[25632, 68750, 7047, 37869, 94174, 78428, 83057, 58903, 13423, 43807]]",[178],[0.2822132110595703],[10.386622128486632]
11,stationary,10,"[100, 100]",Labbe+SS,"[[23981, 58713, 96574, 38, 34553, 17853, 62666, 86904, 72406, 9335, 45522]]",[244],[0.49999117851257324],[13.132262406349183]
12,stationary,10,"[100, 100]",Labbe+SS,"[[5629, 42630, 74015, 66253, 14270, 31070, 20830, 87482, 52005, 95400]]",[196],[0.3233780860900879],[11.690428276062011]
13,stationary,10,"[100, 100]",Labbe+SS,"[[92944, 67634, 18219, 8455, 85970, 45548, 25126, 34182, 58504, 74101]]",[129],[0.22448039054870605],[10.171305923461915]
14,stationary,10,"[100, 100]",Labbe+SS,"[[43604, 35319, 22979, 3630, 17470, 77540, 61252, 51417, 89120, 90973]]",[190],[0.2902984619140625],[12.97451452255249]
15,stationary,10,"[100, 100]",Labbe+SS,"[[51677, 15045, 26650, 2526, 41045, 74701, 61707, 95230, 87407, 78924, 37127]]",[153],[0.2832753658294678],[11.698288879394532]
16,stationary,10,"[100, 100]",Labbe+SS,"[[94782, 83601, 72179, 15965, 8, 46818, 23437, 65839, 37103, 3619, 52956]]",[185],[0.36466097831726074],[12.821872386932373]
17,stationary,10,"[100, 100]",Labbe+SS,"[[93099, 84364, 41240, 29355, 30, 7550, 12361, 52277, 72223, 38908, 66055]]",[222],[0.420790433883667],[14.66038328170776]
18,stationary,10,"[100, 100]",Labbe+SS,"[[36328, 85111, 90908, 21854, 52473, 2529, 76743, 46458, 19054, 68916]]",[122],[0.23239421844482422],[9.402304210662841]
19,stationary,10,"[100, 100]",Labbe+SS,"[[92075, 6130, 46214, 24399, 17461, 39308, 81917, 71701, 63945, 54065, 38205]]",[165],[0.3126096725463867],[13.241114234924318]
20,stationary,10,"[100, 100]",Labbe+SS,"[[91603, 15245, 22170, 88408, 78677, 2123, 42839, 39138, 56573, 64713, 37841]]",[177],[0.32056546211242676],[12.318060607910159]
21,stationary,10,"[100, 100]",Labbe+SS,"[[24874, 41962, 57348, 19373, 84854, 99336, 72077, 5426, 62, 32710, 67802]]",[208],[0.340313196182251],[12.88840022087097]
22,stationary,10,"[100, 100]",Labbe+SS,"[[71080, 48209, 15781, 65552, 23445, 34277, 88134, 92161, 1238, 51905, 11321, 86198]]",[253],[0.5068142414093018],[14.692078523635864]
23,stationary,10,"[100, 100]",Labbe+SS,"[[95808, 21499, 48711, 51178, 74957, 4328, 39137, 17959, 86827, 63363]]",[145],[0.2521812915802002],[12.891680946350098]
24,stationary,10,"[100, 100]",Labbe+SS,"[[73002, 97334, 60923, 29236, 41440, 8557, 85421, 56469, 30867, 14380]]",[140],[0.24674105644226074],[12.751078376770018]
25,stationary,10,"[100, 100]",Labbe+SS,"[[1621, 56322, 28758, 36138, 91043, 18516, 67882, 89097, 40, 71297, 43430]]",[181],[0.31282949447631836],[13.927297811508177]
26,stationary,10,"[100, 100]",Labbe+SS,"[[59025, 31630, 97342, 4658, 14899, 72713, 22478, 47008, 84922, 66824, 82647]]",[142],[0.2411057949066162],[13.075646677017211]
27,stationary,10,"[100, 100]",Labbe+SS,"[[22714, 7514, 18961, 84299, 46481, 51839, 62967, 76858, 33, 94780, 34619]]",[131],[0.26010847091674805],[11.444913702011107]
28,stationary,10,"[100, 100]",Labbe+SS,"[[56504, 9375, 71035, 35666, 81672, 42925, 29208, 92202, 67358, 16839, 65137]]",[132],[0.2546570301055908],[12.577436726093293]
29,stationary,10,"[100, 100]",Labbe+SS,"[[23863, 87104, 16132, 91159, 75658, 35974, 63038, 1920, 59298, 41075, 2602]]",[205],[0.3852553367614746],[13.56534094810486]
30,stationary,10,"[100, 100]",Labbe+SS,"[[34559, 6997, 58125, 62136, 75317, 29247, 44234, 89071, 91112, 15498]]",[165],[0.2509753704071045],[11.473796272277834]
31,stationary,10,"[100, 100]",Labbe+SS,"[[6048, 61871, 35398, 83024, 24260, 99118, 51154, 44, 75279, 12599, 47749]]",[156],[0.2997705936431885],[12.95943179130554]
32,stationary,10,"[100, 100]",Labbe+SS,"[[60878, 76415, 44802, 96449, 34940, 13668, 56634, 80, 23207, 85267, 3225]]",[179],[0.29340624809265137],[12.089156455993653]
33,stationary,10,"[100, 100]",Labbe+SS,"[[95522, 5000, 85856, 79271, 18697, 43436, 34258, 52067, 60912, 20936, 47913]]",[210],[0.43279194831848145],[11.70636218070984]
34,stationary,10,"[100, 100]",Labbe+SS,"[[81169, 44224, 15100, 30, 57357, 93175, 25241, 71710, 6976, 67031, 33046]]",[199],[0.4208085536956787],[13.17970594406128]
