scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,7,"[100, 100]",StrapGA+SS_sort_4b,"[[2380, 25789, 63202, 52826, 44933, 51526, 36850, 12153]]",[192710],[360.00950145721436],[8.059364395141602]
1,stationary,7,"[100, 100]",StrapGA+SS_sort_4b,"[[54971, 22105, 48853, 6289, 55956, 12564, 61130, 33830]]",[220786],[360.0081799030304],[7.095378413200379]
2,stationary,7,"[100, 100]",StrapGA+SS_sort_4b,"[[56104, 23679, 15776, 4550, 41161, 64722, 31921]]",[217770],[360.00798439979553],[6.6350419998168935]
3,stationary,7,"[100, 100]",StrapGA+SS_sort_4b,"[[27, 21726, 12868, 5082, 66557, 58662, 47520, 33304]]",[185225],[360.006906747818],[8.451185245513916]
4,stationary,7,"[100, 100]",StrapGA+SS_sort_4b,"[[18223, 26215, 38753, 44771, 51974, 6662, 43898, 63864, 25019]]",[188074],[360.013286113739],[7.99921724319458]
5,stationary,7,"[100, 100]",StrapGA+SS_sort_4b,"[[5863, 18656, 39212, 25915, 55432, 23098, 43131, 67199]]",[198971],[360.01055932044983],[6.814281616210938]
6,stationary,7,"[100, 100]",StrapGA+SS_sort_4b,"[[24821, 55590, 3672, 41580, 17302, 69219, 23011, 37970]]",[203985],[360.00000619888306],[6.746767425537109]
7,stationary,7,"[100, 100]",StrapGA+SS_sort_4b,"[[52170, 9161, 38890, 47823, 64520, 24800, 51494, 13763]]",[202773],[360.0141496658325],[6.411064698696136]
8,stationary,7,"[100, 100]",StrapGA+SS_sort_4b,"[[51456, 46993, 26610, 35374, 4693, 67054, 13852]]",[191258],[360.0194139480591],[7.392563648223877]
9,stationary,7,"[100, 100]",StrapGA+SS_sort_4b,"[[38056, 26176, 69124, 1, 48607, 2950, 58685, 24892, 16890]]",[188436],[360.01738810539246],[8.766012058258056]
