scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,7,"[100, 100]",StrapGA_4b,"[[2380, 63202, 25789, 53222, 44933, 51526, 36850, 12153]]",[253164],[360.0134162902832],[8.486347866058349]
1,stationary,7,"[100, 100]",StrapGA_4b,"[[22105, 48853, 55956, 12564, 61130, 33830, 6289]]",[196506],[250.13821029663086],[6.942795143127442]
2,stationary,7,"[100, 100]",StrapGA_4b,"[[56104, 23679, 15776, 4550, 41161, 64722, 31921]]",[147686],[195.55009865760803],[6.6350419998168935]
3,stationary,7,"[100, 100]",StrapGA_4b,"[[46975, 12868, 5082, 66557, 21726, 58662, 47520, 33304]]",[248805],[360.0074279308319],[8.45475507736206]
4,stationary,7,"[100, 100]",StrapGA_4b,"[[51974, 18223, 38753, 44983, 63864, 6662, 43898, 25019]]",[254293],[360.01720929145813],[7.9043484401702875]
5,stationary,7,"[100, 100]",StrapGA_4b,"[[56510, 23098, 5863, 18656, 39212, 55432, 43131, 67199]]",[260608],[360.0068533420563],[6.7016749000549325]
6,stationary,7,"[100, 100]",StrapGA_4b,"[[25717, 55590, 3672, 41580, 18590, 69219, 23011, 37970, 17302]]",[262608],[360.0073401927948],[7.06834794998169]
7,stationary,7,"[100, 100]",StrapGA_4b,"[[53672, 9161, 38890, 47823, 64520, 24800, 51494, 13763]]",[278534],[360.01541805267334],[6.219378621578217]
8,stationary,7,"[100, 100]",StrapGA_4b,"[[35374, 7075, 51456, 67054, 13852, 46993, 26610, 4693]]",[261249],[360.0015461444855],[7.322483220100403]
9,stationary,7,"[100, 100]",StrapGA_4b,"[[38056, 26883, 69124, 6604, 48607, 2950, 58685, 24892, 16890]]",[254399],[360.0091609954834],[8.622226667404176]
10,stationary,7,"[100, 100]",StrapGA_4b,"[[65853, 31461, 18077, 46494, 51714, 22786, 5826]]",[24620],[29.77273964881897],[6.238553276062012]
11,stationary,7,"[100, 100]",StrapGA_4b,"[[38318, 14598, 3317, 16182, 55803, 21994, 48967, 15484, 61661]]",[260151],[360.0090539455414],[7.52616159915924]
12,stationary,7,"[100, 100]",StrapGA_4b,"[[46819, 20881, 61724, 37763, 2872, 59085, 12405]]",[212101],[282.06382846832275],[7.444945240020752]
13,stationary,7,"[100, 100]",StrapGA_4b,"[[16763, 64458, 1324, 22299, 37203, 56229, 48625]]",[64398],[82.02408695220947],[6.448096103668212]
14,stationary,7,"[100, 100]",StrapGA_4b,"[[25112, 62452, 14986, 6756, 59228, 33201, 47510, 15684]]",[254272],[360.0037636756897],[7.427796797752381]
15,stationary,7,"[100, 100]",StrapGA_4b,"[[24011, 16132, 64469, 38179, 57556, 2026, 41996]]",[262893],[360.00901460647583],[7.551901264190674]
16,stationary,7,"[100, 100]",StrapGA_4b,"[[60957, 52676, 1416, 23458, 36807, 17582, 47831, 38305]]",[255492],[360.01420617103577],[7.515263404846192]
17,stationary,7,"[100, 100]",StrapGA_4b,"[[1727, 26090, 48732, 56517, 37658, 14264, 68482, 22385]]",[270307],[360.01933002471924],[8.537696046829224]
18,stationary,7,"[100, 100]",StrapGA_4b,"[[68863, 13532, 24781, 6671, 54203, 35825, 42153]]",[266291],[360.0093216896057],[8.870576858520508]
19,stationary,7,"[100, 100]",StrapGA_4b,"[[31220, 6559, 24068, 55133, 42198, 65916, 18489]]",[91036],[116.03336501121521],[7.069127588272095]
20,stationary,7,"[100, 100]",StrapGA_4b,"[[48750, 14690, 63266, 28425, 6027, 33321, 57795]]",[259510],[360.0115785598755],[8.253633117675781]
21,stationary,7,"[100, 100]",StrapGA_4b,"[[55959, 65276, 23008, 1150, 31691, 23822, 18005, 42568]]",[273822],[360.0009994506836],[7.462958297729492]
22,stationary,7,"[100, 100]",StrapGA_4b,"[[857, 33114, 52587, 13263, 68190, 25915, 33620, 46670]]",[254767],[360.0053565502167],[7.664527516365052]
23,stationary,7,"[100, 100]",StrapGA_4b,"[[29013, 48467, 56603, 5386, 33761, 12423, 64328]]",[269220],[360.01575469970703],[6.582127647399904]
24,stationary,7,"[100, 100]",StrapGA_4b,"[[53557, 14618, 2702, 37955, 61170, 28292, 45965]]",[264063],[360.0021231174469],[7.672902736663818]
