scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,7,"[100, 100]",StrapGA+SS_sort_6b,"[[2380, 25789, 63202, 35, 44933, 36850, 12153, 51526]]",[196931],[360.0090048313141],[8.467204399108887]
1,stationary,7,"[100, 100]",StrapGA+SS_sort_6b,"[[22105, 48853, 55956, 12564, 61130, 33830, 6289]]",[219974],[360.0274121761322],[6.942795143127442]
2,stationary,7,"[100, 100]",StrapGA+SS_sort_6b,"[[56104, 23679, 15776, 4550, 41161, 64722, 31921]]",[217521],[360.0013589859009],[6.6350419998168935]
3,stationary,7,"[100, 100]",StrapGA+SS_sort_6b,"[[21726, 45887, 12868, 66557, 58662, 47520, 5082, 33304]]",[191496],[360.02424669265747],[8.575218849182129]
4,stationary,7,"[100, 100]",StrapGA+SS_sort_6b,"[[63674, 5, 18223, 25019, 38753, 43898, 6662, 51974, 63864]]",[194114],[360.00569701194763],[7.771918182373047]
5,stationary,7,"[100, 100]",StrapGA+SS_sort_6b,"[[5863, 58290, 39212, 23098, 18656, 55432, 43131, 67199]]",[197668],[360.00378489494324],[6.992275409698488]
6,stationary,7,"[100, 100]",StrapGA+SS_sort_6b,"[[27129, 3672, 41580, 55590, 17302, 69219, 23011, 37970]]",[210229],[360.019424200058],[6.901709613800049]
7,stationary,7,"[100, 100]",StrapGA+SS_sort_6b,"[[54777, 9161, 38890, 47823, 64520, 24800, 51494, 13763]]",[208546],[360.0248510837555],[6.196277387142183]
8,stationary,7,"[100, 100]",StrapGA+SS_sort_6b,"[[35374, 7274, 51456, 67054, 13852, 46993, 26610, 4693]]",[197512],[360.02276372909546],[7.352065343856812]
9,stationary,7,"[100, 100]",StrapGA+SS_sort_6b,"[[69124, 6396, 53186, 48607, 2950, 38056, 24892, 58685, 16890]]",[190740],[360.03106451034546],[8.852745833396911]
