scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,5,"[100, 100]",Labbe+S,"[[35708, 14785, 3135, 46858, 4649, 27080]]",[23],[0.0458371639251709],[6.187465362548829]
1,stationary,5,"[100, 100]",Labbe+S,"[[43305, 5491, 34269, 7, 26447, 11740]]",[25],[0.05371832847595215],[7.136740617752075]
2,stationary,5,"[100, 100]",Labbe+S,"[[23144, 37072, 7897, 12679, 44593]]",[17],[0.026594877243041992],[4.663673305511475]
3,stationary,5,"[100, 100]",Labbe+S,"[[8194, 43540, 12477, 25379, 38645]]",[15],[0.02331256866455078],[6.480165615081787]
4,stationary,5,"[100, 100]",Labbe+S,"[[4563, 17861, 47839, 25843, 33992]]",[15],[0.024615764617919922],[5.447701692581177]
5,stationary,5,"[100, 100]",Labbe+S,"[[3785, 22808, 16, 16249, 32836, 48276]]",[23],[0.056001901626586914],[6.971179752349855]
6,stationary,5,"[100, 100]",Labbe+S,"[[41407, 18366, 36001, 27032, 5264, 34297]]",[23],[0.04877901077270508],[6.692686824798584]
7,stationary,5,"[100, 100]",Labbe+S,"[[42940, 17444, 31769, 28884, 3684]]",[15],[0.024493694305419922],[5.900329456329346]
8,stationary,5,"[100, 100]",Labbe+S,"[[18404, 48550, 21269, 35582, 8271]]",[15],[0.019175052642822266],[5.675481460094452]
9,stationary,5,"[100, 100]",Labbe+S,"[[16810, 43409, 2851, 38583, 24938]]",[15],[0.019335031509399414],[4.724471178054809]
10,stationary,5,"[100, 100]",Labbe+S,"[[2692, 38367, 11, 18407, 44879, 23335]]",[20],[0.037631988525390625],[7.106703147888184]
11,stationary,5,"[100, 100]",Labbe+S,"[[7390, 41636, 13197, 22569, 37845]]",[17],[0.025266170501708984],[6.2170714759826655]
12,stationary,5,"[100, 100]",Labbe+S,"[[3939, 21739, 46629, 32976, 18806]]",[15],[0.024305343627929688],[6.1145523834228515]
13,stationary,5,"[100, 100]",Labbe+S,"[[7130, 13967, 21331, 37061, 47701]]",[15],[0.01974654197692871],[6.774186496734619]
14,stationary,5,"[100, 100]",Labbe+S,"[[33434, 47877, 8658, 21148, 12084]]",[15],[0.02632617950439453],[6.04445743560791]
15,stationary,5,"[100, 100]",Labbe+S,"[[8853, 34885, 42171, 26004, 12099, 23037]]",[21],[0.0405733585357666],[7.121044178009034]
16,stationary,5,"[100, 100]",Labbe+S,"[[38943, 42206, 7979, 15100, 24955]]",[15],[0.0224153995513916],[4.847867560386657]
17,stationary,5,"[100, 100]",Labbe+S,"[[13690, 41798, 32435, 2470, 26847]]",[15],[0.021451711654663086],[5.92534520149231]
18,stationary,5,"[100, 100]",Labbe+S,"[[36644, 43342, 14109, 4769, 21371]]",[15],[0.0292050838470459],[5.711506156921387]
19,stationary,5,"[100, 100]",Labbe+S,"[[6436, 43741, 25567, 31089, 16901]]",[15],[0.021276235580444336],[5.743011054992676]
20,stationary,5,"[100, 100]",Labbe+S,"[[15785, 22562, 46135, 37877, 1585]]",[15],[0.023363590240478516],[6.3166033411026]
21,stationary,5,"[100, 100]",Labbe+S,"[[45387, 32569, 16952, 29076, 1098]]",[15],[0.019100189208984375],[6.344609622955322]
22,stationary,5,"[100, 100]",Labbe+S,"[[962, 42605, 16938, 23535, 35561]]",[17],[0.03134274482727051],[6.025953903198243]
23,stationary,5,"[100, 100]",Labbe+S,"[[48476, 1492, 23706, 12157, 37705]]",[15],[0.026308536529541016],[6.4985968971252435]
24,stationary,5,"[100, 100]",Labbe+S,"[[12670, 44529, 24980, 1350, 38809, 8581]]",[20],[0.04033207893371582],[7.394654321670533]
25,stationary,5,"[100, 100]",Labbe+S,"[[22984, 14236, 44902, 2208, 34061]]",[15],[0.02388477325439453],[5.7240190601348875]
26,stationary,5,"[100, 100]",Labbe+S,"[[44362, 6204, 34541, 18655, 21564]]",[18],[0.03188920021057129],[6.0404682445526126]
27,stationary,5,"[100, 100]",Labbe+S,"[[8556, 43353, 11402, 23795, 31333]]",[15],[0.018849849700927734],[6.009577980041504]
28,stationary,5,"[100, 100]",Labbe+S,"[[38445, 7307, 44829, 10999, 28783, 36560]]",[31],[0.06347846984863281],[7.496260375976562]
29,stationary,5,"[100, 100]",Labbe+S,"[[16309, 43038, 37630, 11, 6864, 21205]]",[19],[0.04162263870239258],[8.055964431762696]
30,stationary,5,"[100, 100]",Labbe+S,"[[27278, 12779, 34436, 47942, 8009]]",[19],[0.027814626693725586],[5.201018142700194]
31,stationary,5,"[100, 100]",Labbe+S,"[[21447, 41588, 7034, 13556, 38606]]",[18],[0.026787281036376953],[6.340717468261719]
32,stationary,5,"[100, 100]",Labbe+S,"[[1679, 11538, 43880, 38561, 25553]]",[15],[0.020835161209106445],[5.77832878112793]
33,stationary,5,"[100, 100]",Labbe+S,"[[47510, 23669, 16360, 4588, 31846]]",[18],[0.027812480926513672],[5.615286064147949]
34,stationary,5,"[100, 100]",Labbe+S,"[[12631, 31471, 23770, 42851, 8948]]",[17],[0.025388479232788086],[5.644598417282104]
35,stationary,5,"[100, 100]",Labbe+S,"[[21974, 41550, 3543, 13893, 34165, 8291]]",[18],[0.037218570709228516],[6.799997186660767]
36,stationary,5,"[100, 100]",Labbe+S,"[[42231, 30951, 3778, 28491, 13998]]",[15],[0.025717496871948242],[5.989963779449464]
37,stationary,5,"[100, 100]",Labbe+S,"[[1081, 31405, 25473, 18956, 43708]]",[15],[0.01934051513671875],[4.875261545181274]
38,stationary,5,"[100, 100]",Labbe+S,"[[10972, 9036, 36886, 24029, 47661]]",[18],[0.02672410011291504],[7.02971981048584]
39,stationary,5,"[100, 100]",Labbe+S,"[[44633, 31444, 26646, 13562, 6271]]",[16],[0.027205944061279297],[5.2898616695404055]
