scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,5,"[100, 100]",StrapGA+SS_sort_4b,"[[35708, 14785, 4862, 46858, 4649, 27080]]",[14894],[27.938701629638672],[5.600877323150635]
1,stationary,5,"[100, 100]",StrapGA+SS_sort_4b,"[[24645, 43305, 34269, 11740, 26447, 5491]]",[16013],[30.98089623451233],[5.440808191299438]
2,stationary,5,"[100, 100]",StrapGA+SS_sort_4b,"[[23144, 37072, 7897, 12679, 44593]]",[5293],[9.913272619247437],[4.663673305511475]
3,stationary,5,"[100, 100]",StrapGA+SS_sort_4b,"[[12477, 43540, 38645, 8194, 25379]]",[4449],[7.669180870056152],[5.38076880455017]
4,stationary,5,"[100, 100]",StrapGA+SS_sort_4b,"[[4563, 25843, 33992, 17861, 47839]]",[6408],[11.408226490020752],[5.161228532791137]
5,stationary,5,"[100, 100]",StrapGA+SS_sort_4b,"[[22808, 14785, 32836, 48276, 16249, 3785]]",[159199],[302.48611974716187],[6.4538983154296865]
6,stationary,5,"[100, 100]",StrapGA+SS_sort_4b,"[[41407, 23157, 18366, 5264, 34297, 27032]]",[70318],[139.10917377471924],[6.132388916015627]
7,stationary,5,"[100, 100]",StrapGA+SS_sort_4b,"[[42940, 17444, 3684, 31769, 28884]]",[30794],[59.90156078338623],[5.613895015716553]
8,stationary,5,"[100, 100]",StrapGA+SS_sort_4b,"[[18404, 48550, 35582, 21269, 8271]]",[3186],[5.026025056838989],[4.901752746105194]
9,stationary,5,"[100, 100]",StrapGA+SS_sort_4b,"[[16810, 43409, 2851, 24938, 38583]]",[3096],[5.295622825622559],[4.0442736530303955]
