scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,5,"[101, 201]",Labbe+S,"[[98133, 51958, 37332, 70084, 8820]]",[15],[0.02056574821472168],[7.090796801123288]
1,stationary,5,"[101, 201]",Labbe+S,"[[10, 26083, 70937, 53931, 84328, 12582, 97859]]",[27],[0.0611882209777832],[11.124412408205542]
2,stationary,5,"[101, 201]",Labbe+S,"[[5429, 70987, 86799, 44077, 26242]]",[16],[0.02848362922668457],[7.98930814006541]
3,stationary,5,"[101, 201]",Labbe+S,"[[56797, 28598, 95266, 10196, 77736]]",[15],[0.020229816436767578],[7.3114644607695025]
4,stationary,5,"[101, 201]",Labbe+S,"[[7824, 67483, 26201, 11, 95244, 56006]]",[19],[0.03697514533996582],[8.671886587615061]
5,stationary,5,"[101, 201]",Labbe+S,"[[77371, 25503, 14979, 55746, 85482]]",[15],[0.020969867706298828],[8.075446327133935]
6,stationary,5,"[101, 201]",Labbe+S,"[[9334, 52238, 84490, 65513, 36306]]",[15],[0.020373821258544922],[8.842320583834507]
7,stationary,5,"[101, 201]",Labbe+S,"[[4950, 72862, 85498, 27976, 56947, 76916]]",[26],[0.0548090934753418],[8.026148722431447]
8,stationary,5,"[101, 201]",Labbe+S,"[[51558, 91993, 64089, 4750, 33955]]",[15],[0.023544788360595703],[8.964742868253502]
9,stationary,5,"[101, 201]",Labbe+S,"[[77761, 8781, 90115, 36384, 55559]]",[15],[0.020633935928344727],[8.79473380287095]
10,stationary,5,"[101, 201]",Labbe+S,"[[75271, 10488, 86940, 28922, 57669, 35128]]",[19],[0.037648916244506836],[7.720460360121018]
11,stationary,5,"[101, 201]",Labbe+S,"[[86756, 31396, 45089, 65622, 14032, 67903]]",[24],[0.047770023345947266],[10.915651030587679]
12,stationary,5,"[101, 201]",Labbe+S,"[[70725, 84711, 3273, 50514, 31469]]",[16],[0.028880834579467773],[6.624656979400333]
13,stationary,5,"[101, 201]",Labbe+S,"[[54062, 37333, 7073, 64654, 97321]]",[15],[0.018935203552246094],[9.086661423787032]
