scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,5,"[101, 201]",Labbe+SS,"[[70084, 8820, 51958, 37332, 98133]]",[15],[0.02441716194152832],[7.499730686149975]
1,stationary,5,"[101, 201]",Labbe+SS,"[[44953, 70937, 53931, 26083, 3, 2917, 97859, 12582]]",[40],[0.10025429725646973],[10.586591509073088]
2,stationary,5,"[101, 201]",Labbe+SS,"[[70987, 86799, 44077, 5429, 26242]]",[17],[0.030245065689086914],[8.960177487666064]
3,stationary,5,"[101, 201]",Labbe+SS,"[[28598, 56797, 95266, 10196, 77736]]",[15],[0.02103734016418457],[7.560863343795927]
4,stationary,5,"[101, 201]",Labbe+SS,"[[7824, 67483, 26201, 92900, 56006, 95244]]",[18],[0.041075944900512695],[11.27148803106629]
5,stationary,5,"[101, 201]",Labbe+SS,"[[77371, 25503, 55746, 14979, 85482]]",[15],[0.023547649383544922],[7.796340224766496]
6,stationary,5,"[101, 201]",Labbe+SS,"[[9334, 52238, 36306, 65513, 84490]]",[15],[0.021795034408569336],[8.803810535090985]
7,stationary,5,"[101, 201]",Labbe+SS,"[[4950, 88041, 27976, 56947, 76916, 85498]]",[22],[0.04851531982421875],[12.567482251460008]
8,stationary,5,"[101, 201]",Labbe+SS,"[[91993, 51558, 4750, 64089, 33955]]",[15],[0.02475452423095703],[8.31124167867226]
9,stationary,5,"[101, 201]",Labbe+SS,"[[77761, 36384, 8781, 90115, 55559]]",[15],[0.02068948745727539],[8.990152585624468]
10,stationary,5,"[101, 201]",Labbe+SS,"[[10488, 75271, 86940, 57547, 35128, 57669]]",[19],[0.04297757148742676],[9.882807813776601]
11,stationary,5,"[101, 201]",Labbe+SS,"[[86756, 31396, 45089, 5723, 67903, 14032]]",[20],[0.040903568267822266],[10.574106341069289]
12,stationary,5,"[101, 201]",Labbe+SS,"[[84711, 3273, 50514, 31469, 70725]]",[19],[0.03270673751831055],[6.61482831747225]
13,stationary,5,"[101, 201]",Labbe+SS,"[[97321, 54062, 64654, 37333, 7073]]",[15],[0.020296335220336914],[8.848047048738687]
14,stationary,5,"[101, 201]",Labbe+SS,"[[68294, 88027, 6340, 33232, 55465]]",[16],[0.02550363540649414],[7.952954613336242]
