scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,7,"[101, 201]",Labbe+S,"[[107130, 31321, 46366, 126687, 4705, 73462, 93870, 15545]]",[60],[0.14569306373596191],[16.304885841596246]
1,stationary,7,"[101, 201]",Labbe+S,"[[98161, 23701, 108795, 11032, 74691, 127132, 43569]]",[39],[0.08126139640808105],[10.851389596013739]
2,stationary,7,"[101, 201]",Labbe+S,"[[63434, 119212, 31972, 9992, 85248, 48710, 126204]]",[52],[0.0973813533782959],[13.44174557298717]
3,stationary,7,"[101, 201]",Labbe+S,"[[110044, 98960, 16081, 69547, 44754, 139042, 30327]]",[35],[0.06466484069824219],[12.511080490716614]
4,stationary,7,"[101, 201]",Labbe+S,"[[90677, 58294, 133439, 10, 73636, 26243, 108804, 8384]]",[43],[0.08202290534973145],[12.566489772985477]
5,stationary,7,"[101, 201]",Labbe+S,"[[95878, 15627, 47427, 37674, 66644, 129799, 110210]]",[69],[0.09302973747253418],[11.301443575868511]
6,stationary,7,"[101, 201]",Labbe+S,"[[129206, 27627, 53125, 76947, 16181, 110747, 85353]]",[44],[0.07544875144958496],[11.930654944995842]
7,stationary,7,"[101, 201]",Labbe+S,"[[14469, 23773, 126031, 105900, 94351, 70339, 47180]]",[41],[0.06328630447387695],[11.665936143327468]
8,stationary,7,"[101, 201]",Labbe+S,"[[25709, 65046, 95347, 116495, 6506, 51255, 138308, 14038]]",[44],[0.08677291870117188],[14.87575964030653]
9,stationary,7,"[101, 201]",Labbe+S,"[[98715, 139154, 104533, 72125, 4580, 76370, 8, 50581, 34474]]",[57],[0.1304769515991211],[14.92985352242347]
10,stationary,7,"[101, 201]",Labbe+S,"[[54739, 16010, 105658, 89428, 29102, 67197, 131462]]",[32],[0.06583452224731445],[10.713514039067938]
11,stationary,7,"[101, 201]",Labbe+S,"[[104145, 78654, 126538, 26468, 11947, 57244, 94054]]",[32],[0.059453487396240234],[14.71044610656134]
12,stationary,7,"[101, 201]",Labbe+S,"[[138148, 55849, 10879, 24733, 108926, 71480, 96984]]",[38],[0.07816529273986816],[11.364240310215713]
13,stationary,7,"[101, 201]",Labbe+S,"[[65789, 127231, 58425, 2754, 116662, 92771, 31118]]",[35],[0.06498932838439941],[11.348748956812491]
14,stationary,7,"[101, 201]",Labbe+S,"[[24218, 27, 50719, 126492, 67296, 4021, 118738, 95898]]",[64],[0.1380138397216797],[14.627173316124644]
15,stationary,7,"[101, 201]",Labbe+S,"[[71177, 109827, 92570, 8838, 37932, 131622, 48376]]",[65],[0.09543180465698242],[9.309638348192273]
16,stationary,7,"[101, 201]",Labbe+S,"[[26947, 84909, 131729, 10372, 77037, 108528, 53288]]",[50],[0.07390332221984863],[12.534418784981908]
17,stationary,7,"[101, 201]",Labbe+S,"[[75458, 23491, 110307, 84089, 38, 49269, 130309, 16503]]",[45],[0.10104703903198242],[15.854405654302921]
18,stationary,7,"[101, 201]",Labbe+S,"[[117895, 24608, 12269, 43132, 127039, 91217, 74847]]",[88],[0.11283731460571289],[11.009572155640857]
19,stationary,7,"[101, 201]",Labbe+S,"[[114067, 138757, 43350, 4918, 93625, 67697, 24578]]",[31],[0.0576322078704834],[11.203910283759088]
20,stationary,7,"[101, 201]",Labbe+S,"[[28999, 12747, 58453, 131434, 77610, 116114, 87248, 45951]]",[44],[0.0854644775390625],[14.025423367188708]
21,stationary,7,"[101, 201]",Labbe+S,"[[83953, 4523, 66530, 33466, 114233, 129873, 57850]]",[46],[0.07805585861206055],[12.49079372292698]
22,stationary,7,"[101, 201]",Labbe+S,"[[131864, 113832, 35066, 56890, 20, 6809, 114951, 73219, 85365]]",[71],[0.16493988037109375],[15.399023214661247]
23,stationary,7,"[101, 201]",Labbe+S,"[[139177, 104182, 98103, 45609, 70624, 25342, 7740, 58429]]",[43],[0.10223245620727539],[16.57607104613049]
24,stationary,7,"[101, 201]",Labbe+S,"[[47892, 5943, 34800, 104935, 72528, 137881, 95177]]",[71],[0.10702824592590332],[10.079146634470119]
25,stationary,7,"[101, 201]",Labbe+S,"[[93363, 130039, 17, 116241, 11012, 30006, 66666, 55879]]",[55],[0.1279451847076416],[14.008650842043433]
26,stationary,7,"[101, 201]",Labbe+S,"[[55860, 96413, 116862, 2913, 27146, 39, 66804, 128016]]",[64],[0.12329840660095215],[14.160001968157173]
27,stationary,7,"[101, 201]",Labbe+S,"[[31908, 47558, 108207, 8641, 89942, 74880, 130874]]",[38],[0.07959628105163574],[13.351201013999411]
28,stationary,7,"[101, 201]",Labbe+S,"[[17702, 27617, 57008, 70544, 105719, 130986, 94932, 118963]]",[42],[0.09875941276550293],[16.57165861224184]
