scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,7,"[101, 201]",StrapGA_sort_4b,"[[31321, 78320, 107130, 126687, 93870, 15545, 46366, 73462]]",[202983],[360.0124759674072],[12.770616414287302]
1,stationary,7,"[101, 201]",StrapGA_sort_4b,"[[23701, 112433, 98161, 11032, 43569, 74691, 108795, 127132]]",[219759],[360.0112063884735],[9.451840708515434]
2,stationary,7,"[101, 201]",StrapGA_sort_4b,"[[63434, 9992, 85248, 119212, 48710, 31972, 126204]]",[235161],[360.000075340271],[11.174480026547272]
3,stationary,7,"[101, 201]",StrapGA_sort_4b,"[[16081, 98960, 110044, 69547, 44754, 139042, 30327]]",[225442],[360.01814794540405],[10.211432149150584]
4,stationary,7,"[101, 201]",StrapGA_sort_4b,"[[24611, 108804, 132017, 90677, 58294, 133439, 73636, 26243, 8384]]",[206490],[360.0212559700012],[11.222741257318175]
5,stationary,7,"[101, 201]",StrapGA_sort_4b,"[[66644, 37674, 129799, 95878, 47427, 110210, 15627]]",[57535],[86.08452415466309],[8.040493185213297]
6,stationary,7,"[101, 201]",StrapGA_sort_4b,"[[16181, 129206, 53125, 27627, 113584, 76947, 110747, 85353]]",[212503],[360.0032467842102],[10.466299978577263]
7,stationary,7,"[101, 201]",StrapGA_sort_4b,"[[14469, 105900, 70339, 23773, 126031, 94351, 47180]]",[234487],[360.0188407897949],[10.700139738781617]
8,stationary,7,"[101, 201]",StrapGA_sort_4b,"[[25709, 5045, 51255, 138308, 14038, 65046, 95347, 116495]]",[202774],[360.0129699707031],[10.269854201892816]
9,stationary,7,"[101, 201]",StrapGA_sort_4b,"[[115340, 8447, 98715, 139154, 50384, 34474, 104533, 50581, 76370, 4580]]",[198452],[360.00088715553284],[11.82978606932234]
