scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,3,"[101, 201]",StrapGA_sort_4b,"[[36650, 46664, 8018]]",[303],[0.5868580341339111],[5.349351841388362]
1,stationary,3,"[101, 201]",StrapGA_sort_4b,"[[56939, 14769, 54909, 30891]]",[1811],[3.466792583465576],[4.788785989213698]
2,stationary,3,"[101, 201]",StrapGA_sort_4b,"[[26766, 4922, 56750]]",[395],[0.7663280963897705],[5.2218966115819345]
3,stationary,3,"[101, 201]",StrapGA_sort_4b,"[[4280, 35018, 52790]]",[576],[1.110304832458496],[4.5039236767457265]
4,stationary,3,"[101, 201]",StrapGA_sort_4b,"[[9915, 51887, 31896]]",[1579],[3.22436261177063],[5.689110874893641]
5,stationary,3,"[101, 201]",StrapGA_sort_4b,"[[25831, 11304, 34145, 48965]]",[1045],[2.1181886196136475],[6.1024416253118225]
6,stationary,3,"[101, 201]",StrapGA_sort_4b,"[[15702, 24294, 56396]]",[167],[0.2977325916290283],[5.5960876880305825]
7,stationary,3,"[101, 201]",StrapGA_sort_4b,"[[5674, 45992, 26445]]",[65],[0.10976767539978027],[4.528635002362846]
8,stationary,3,"[101, 201]",StrapGA_sort_4b,"[[23981, 54376, 4756]]",[41],[0.05816960334777832],[4.244673035876586]
9,stationary,3,"[101, 201]",StrapGA_sort_4b,"[[50103, 36112, 4559]]",[106],[0.17403483390808105],[4.004566264388584]
