scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[33965, 11142, 24123, 4588, 37570]]",[6394],[12.161039352416992],[4.937893676757813]
1,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[5798, 12746, 35038, 28068]]",[4272],[8.083979368209839],[4.693467350006104]
2,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[1684, 23968, 17188, 34834]]",[4164],[7.640052318572998],[4.180651550292969]
3,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[8534, 23289, 16385, 32423]]",[4322],[7.929311752319336],[4.770944862365722]
4,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[6340, 37377, 13625, 24167]]",[977],[1.776484489440918],[4.345754508972168]
5,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[27967, 11899, 4374, 34897, 4547]]",[2954],[5.5315563678741455],[4.7807835102081295]
6,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[7078, 31982, 25633, 13335, 27043]]",[7656],[14.723032712936401],[4.12545521736145]
7,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[34592, 13224, 27424, 4666]]",[404],[0.68961501121521],[4.359787197113038]
8,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[31524, 22261, 14750, 4391]]",[2534],[4.492039442062378],[4.705088901519775]
9,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[28830, 33394, 14451, 6182]]",[1405],[2.6142923831939697],[4.607885761260986]
10,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[4196, 37056, 16993, 21956]]",[3082],[5.605300188064575],[4.891425857543946]
11,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[12656, 32289, 7681, 27448]]",[953],[1.6199712753295898],[4.02115180015564]
12,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[38331, 22269, 8765, 13144, 24767]]",[3466],[6.282336473464966],[4.452360782623291]
13,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[5164, 33388, 25735, 12935]]",[1139],[1.9734797477722168],[4.1502038192749025]
14,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[24691, 38874, 11378, 5734]]",[894],[1.5952610969543457],[3.9845591735839845]
15,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[38362, 26692, 4627, 17627, 1851]]",[5768],[10.5951566696167],[5.070578193664551]
16,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[37871, 16798, 6537, 24244]]",[1772],[3.157180070877075],[4.615564212799073]
17,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[26442, 31775, 17369, 2400, 34694]]",[3322],[5.996830701828003],[4.577539043426514]
18,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[7581, 25265, 31575, 14342]]",[3835],[6.823184967041016],[4.3370643138885505]
19,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[12181, 37493, 5940, 28837, 5343]]",[4759],[8.620789527893066],[4.150533890724182]
