scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,4,"[100, 100]",StrapGA+S_sort_6b,"[[11142, 35165, 4588, 37570, 24123]]",[16749],[30.95367741584778],[4.820938091278076]
1,stationary,4,"[100, 100]",StrapGA+S_sort_6b,"[[5798, 12746, 35038, 28068]]",[21141],[39.706963777542114],[4.693467350006104]
2,stationary,4,"[100, 100]",StrapGA+S_sort_6b,"[[1684, 23968, 17188, 34834]]",[13102],[23.58452033996582],[4.180651550292969]
3,stationary,4,"[100, 100]",StrapGA+S_sort_6b,"[[8534, 23289, 16385, 32423]]",[16465],[29.47824788093567],[4.770944862365722]
4,stationary,4,"[100, 100]",StrapGA+S_sort_6b,"[[13625, 24167, 2, 37377, 6340]]",[2625],[4.462596893310547],[4.319323234558105]
5,stationary,4,"[100, 100]",StrapGA+S_sort_6b,"[[27967, 11899, 3568, 34897, 4547]]",[6982],[12.965934753417969],[4.835648775100708]
6,stationary,4,"[100, 100]",StrapGA+S_sort_6b,"[[31982, 7078, 25644, 13335, 27043]]",[22090],[41.00142526626587],[3.9240221595764155]
7,stationary,4,"[100, 100]",StrapGA+S_sort_6b,"[[34592, 13224, 27424, 4666]]",[438],[0.6846601963043213],[4.359787197113038]
8,stationary,4,"[100, 100]",StrapGA+S_sort_6b,"[[31524, 22261, 14750, 4391]]",[4353],[7.807143211364746],[4.705088901519775]
9,stationary,4,"[100, 100]",StrapGA+S_sort_6b,"[[28830, 33394, 14451, 6182]]",[2622],[4.7680723667144775],[4.607885761260986]
