scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,8,"[100, 200]",Labbe+S,"[[57069, 132235, 90505, 64307, 157098, 24822, 6399, 111209]]",[67],[0.15169477462768555],[26.700000000000003]
1,mobile,8,"[100, 200]",Labbe+S,"[[137802, 97028, 24208, 144704, 72803, 15142, 43041, 115489, 11227]]",[44],[0.16808533668518066],[28.94]
2,mobile,8,"[100, 200]",Labbe+S,"[[117806, 30482, 145094, 69705, 93044, 122408, 51773, 12416, 43631]]",[87],[0.17251014709472656],[27.14]
3,mobile,8,"[100, 200]",Labbe+S,"[[75208, 40, 29808, 144631, 125068, 4693, 109505, 56837, 95276, 54899]]",[78],[0.19030356407165527],[32.400000000000006]
4,mobile,8,"[100, 200]",Labbe+S,"[[70608, 22800, 157644, 92952, 123436, 55871, 103288, 15620, 95302]]",[93],[0.2002730369567871],[27.160000000000004]
5,mobile,8,"[100, 200]",Labbe+S,"[[136479, 34602, 142601, 111104, 47201, 10442, 92158, 75032, 83072]]",[73],[0.1538982391357422],[27.159999999999997]
6,mobile,8,"[100, 200]",Labbe+S,"[[122703, 147674, 75685, 90508, 22811, 52958, 116827, 49401, 9225]]",[71],[0.1439058780670166],[26.28]
7,mobile,8,"[100, 200]",Labbe+S,"[[105472, 88908, 27206, 12417, 54899, 122632, 65744, 157404, 67842]]",[75],[0.1585390567779541],[29.800000000000008]
8,mobile,8,"[100, 200]",Labbe+S,"[[9079, 92038, 32607, 116631, 42840, 157199, 134291, 64005]]",[56],[0.11830472946166992],[27.12]
9,mobile,8,"[100, 200]",Labbe+S,"[[50500, 84268, 63697, 28870, 16483, 129999, 106034, 155110]]",[51],[0.10620856285095215],[29.18]
10,mobile,8,"[100, 200]",Labbe+S,"[[104399, 68034, 49529, 123887, 83110, 14816, 48687, 33365, 154068, 35694]]",[108],[0.2512516975402832],[30.42]
11,mobile,8,"[100, 200]",Labbe+S,"[[144870, 131496, 74068, 96695, 103295, 35437, 48420, 14214]]",[77],[0.1431422233581543],[21.979999999999997]
12,mobile,8,"[100, 200]",Labbe+S,"[[32174, 142701, 47510, 117694, 63476, 128477, 24423, 16868, 92901]]",[124],[0.7678940296173096],[35.58]
13,mobile,8,"[100, 200]",Labbe+S,"[[143840, 115611, 47707, 13035, 64077, 88423, 51484, 123805, 36083]]",[92],[0.19387125968933105],[34.7]
14,mobile,8,"[100, 200]",Labbe+S,"[[136305, 73002, 55435, 102469, 90640, 25098, 10285, 145403]]",[45],[0.08995580673217773],[26.72]
15,mobile,8,"[100, 200]",Labbe+S,"[[4002, 92607, 142302, 123432, 73559, 117473, 52084, 67089, 36696]]",[81],[0.1897573471069336],[32.12]
16,mobile,8,"[100, 200]",Labbe+S,"[[70433, 96443, 32577, 123482, 17600, 148272, 52901, 23511, 117675]]",[97],[0.21814393997192383],[30.14]
17,mobile,8,"[100, 200]",Labbe+S,"[[54268, 12216, 50, 77022, 85638, 123610, 103578, 27099, 152495, 117509]]",[75],[0.18422269821166992],[40.599999999999994]
18,mobile,8,"[100, 200]",Labbe+S,"[[95910, 10341, 148436, 23824, 24, 125801, 114043, 51812, 13473, 76420]]",[133],[0.310990571975708],[32.18]
19,mobile,8,"[100, 200]",Labbe+S,"[[86437, 132036, 142412, 37016, 39, 5684, 107013, 54591, 75683, 50711]]",[71],[0.1674633026123047],[34.14]
20,mobile,8,"[100, 200]",Labbe+S,"[[8507, 115600, 57030, 74921, 87826, 123227, 143090, 25600, 76084]]",[74],[0.2262434959411621],[36.34]
21,mobile,8,"[100, 200]",Labbe+S,"[[122510, 51101, 96903, 110740, 22487, 14873, 67667, 154812, 103829]]",[115],[0.4610779285430908],[34.52]
22,mobile,8,"[100, 200]",Labbe+S,"[[69432, 97042, 24014, 109202, 142843, 56087, 135415, 6874]]",[77],[0.13593816757202148],[22.46]
23,mobile,8,"[100, 200]",Labbe+S,"[[15670, 110960, 151081, 47410, 92709, 34233, 105439, 122816, 75201]]",[85],[0.19441699981689453],[33.36]
24,mobile,8,"[100, 200]",Labbe+S,"[[76632, 47, 96299, 17805, 30096, 133673, 50037, 108141, 145413, 103890]]",[108],[0.2591381072998047],[29.14]
25,mobile,8,"[100, 200]",Labbe+S,"[[84504, 143029, 25, 56494, 110668, 10625, 130711, 23275, 77620]]",[84],[0.28164076805114746],[33.86000000000001]
26,mobile,8,"[100, 200]",Labbe+S,"[[122690, 108443, 69871, 97689, 32494, 8016, 42815, 156609]]",[81],[0.15286827087402344],[31.66]
27,mobile,8,"[100, 200]",Labbe+S,"[[89673, 14, 124399, 4423, 30834, 76404, 110204, 156674, 56442]]",[90],[0.19944286346435547],[25.42]
28,mobile,8,"[100, 200]",Labbe+S,"[[36073, 69275, 123503, 157106, 9304, 44475, 40, 91623, 102811]]",[47],[0.10061860084533691],[27.78]
29,mobile,8,"[100, 200]",Labbe+S,"[[157638, 66910, 112843, 137504, 25199, 53810, 86028, 12678]]",[46],[0.09508323669433594],[25.900000000000002]
30,mobile,8,"[100, 200]",Labbe+S,"[[70804, 95432, 148977, 108267, 50091, 4304, 153268, 123072, 35093]]",[86],[0.2874612808227539],[29.240000000000002]
31,mobile,8,"[100, 200]",Labbe+S,"[[83468, 137277, 14503, 52669, 62416, 144703, 28078, 108419]]",[50],[0.10386228561401367],[29.92]
32,mobile,8,"[100, 200]",Labbe+S,"[[102411, 97820, 32612, 157444, 63035, 47005, 127640, 12839]]",[100],[0.15335583686828613],[29.52]
33,mobile,8,"[100, 200]",Labbe+S,"[[77239, 130867, 3617, 52, 95467, 51693, 37613, 117490, 149808, 65681]]",[164],[0.4042370319366455],[33.440000000000005]
34,mobile,8,"[100, 200]",Labbe+S,"[[155702, 2605, 68270, 24309, 111110, 42, 86034, 47403, 133068]]",[67],[0.1453080177307129],[27.540000000000006]
35,mobile,8,"[100, 200]",Labbe+S,"[[52873, 64642, 82800, 136106, 157475, 37211, 111507, 5889]]",[84],[0.132249116897583],[28.68]
36,mobile,8,"[100, 200]",Labbe+S,"[[146867, 8, 91437, 10399, 49691, 137285, 36029, 23, 103706, 64219]]",[72],[0.17424464225769043],[34.82000000000001]
37,mobile,8,"[100, 200]",Labbe+S,"[[86711, 43679, 76307, 17072, 106041, 152831, 128685, 34808]]",[72],[0.13093781471252441],[30.560000000000006]
38,mobile,8,"[100, 200]",Labbe+S,"[[62510, 143069, 95111, 27418, 106042, 128108, 9285, 54888]]",[80],[0.14426779747009277],[27.66]
39,mobile,8,"[100, 200]",Labbe+S,"[[154505, 3095, 46629, 88902, 126267, 72879, 37185, 113842, 34804]]",[77],[0.14711976051330566],[28.46]
