scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,5,"[100, 200]",Labbe+SS,"[[36998, 89250, 75641, 3040, 48395]]",[17],[0.03726363182067871],[21.240000000000002]
1,mobile,5,"[100, 200]",Labbe+SS,"[[34874, 65195, 46244, 85966, 32059, 13182]]",[24],[0.058531761169433594],[21.760000000000005]
2,mobile,5,"[100, 200]",Labbe+SS,"[[16567, 94446, 28635, 53802, 64180, 89967]]",[25],[0.06557345390319824],[20.700000000000003]
3,mobile,5,"[100, 200]",Labbe+SS,"[[34670, 94436, 8441, 45272, 68196]]",[15],[0.02909708023071289],[19.740000000000002]
4,mobile,5,"[100, 200]",Labbe+SS,"[[83571, 9993, 23800, 46452, 77178]]",[15],[0.03276848793029785],[17.4]
5,mobile,5,"[100, 200]",Labbe+SS,"[[76170, 83842, 45671, 71659, 24372, 11973]]",[23],[0.04547858238220215],[21.44]
6,mobile,5,"[100, 200]",Labbe+SS,"[[56255, 30245, 63645, 90005, 10776]]",[17],[0.02906036376953125],[18.96]
7,mobile,5,"[100, 200]",Labbe+SS,"[[75234, 89238, 23251, 56774, 12667]]",[16],[0.029151439666748047],[19.64]
8,mobile,5,"[100, 200]",Labbe+SS,"[[24989, 83470, 12375, 53404, 65641]]",[17],[0.031511783599853516],[17.6]
9,mobile,5,"[100, 200]",Labbe+SS,"[[16, 27838, 53695, 18, 17046, 94598, 48963, 71271, 48572]]",[49],[0.12221860885620117],[29.320000000000007]
10,mobile,5,"[100, 200]",Labbe+SS,"[[54872, 15745, 23172, 89568, 16371, 70205]]",[21],[0.06081438064575195],[21.62]
11,mobile,5,"[100, 200]",Labbe+SS,"[[50167, 64385, 96980, 27056, 13661]]",[15],[0.023418426513671875],[19.5]
12,mobile,5,"[100, 200]",Labbe+SS,"[[64234, 10236, 34665, 94581, 44263]]",[15],[0.026679039001464844],[15.020000000000001]
13,mobile,5,"[100, 200]",Labbe+SS,"[[82985, 69582, 5865, 55396, 34851]]",[15],[0.026043415069580078],[19.4]
14,mobile,5,"[100, 200]",Labbe+SS,"[[16785, 23978, 65140, 52437, 83670, 74072, 6434]]",[32],[0.07986593246459961],[24.560000000000002]
15,mobile,5,"[100, 200]",Labbe+SS,"[[56671, 95238, 23047, 9249, 76201]]",[15],[0.03452587127685547],[18.04]
16,mobile,5,"[100, 200]",Labbe+SS,"[[32056, 42865, 64835, 10181, 82982]]",[16],[0.032332658767700195],[18.94]
17,mobile,5,"[100, 200]",Labbe+SS,"[[49071, 34860, 69971, 93802, 2847]]",[18],[0.035883426666259766],[20.46]
18,mobile,5,"[100, 200]",Labbe+SS,"[[49455, 83669, 14, 15236, 34369, 66402]]",[22],[0.05266165733337402],[27.380000000000003]
19,mobile,5,"[100, 200]",Labbe+SS,"[[68129, 97203, 36173, 7091, 44366, 63803, 10378]]",[35],[0.08353996276855469],[21.34]
20,mobile,5,"[100, 200]",Labbe+SS,"[[68402, 15868, 34713, 85866, 56839, 34576]]",[22],[0.05956006050109863],[21.700000000000003]
21,mobile,5,"[100, 200]",Labbe+SS,"[[9593, 64070, 82979, 47039, 36467]]",[15],[0.02254652976989746],[17.26]
22,mobile,5,"[100, 200]",Labbe+SS,"[[44043, 33516, 14863, 71034, 97034, 25872]]",[19],[0.041764020919799805],[16.860000000000003]
23,mobile,5,"[100, 200]",Labbe+SS,"[[23205, 9392, 82966, 76205, 49072]]",[16],[0.02811288833618164],[17.400000000000002]
24,mobile,5,"[100, 200]",Labbe+SS,"[[17, 8843, 89272, 75834, 57103, 33392, 56063]]",[30],[0.06490707397460938],[21.720000000000002]
25,mobile,5,"[100, 200]",Labbe+SS,"[[25583, 96702, 6863, 63434, 51774, 94840]]",[21],[0.048215627670288086],[21.3]
26,mobile,5,"[100, 200]",Labbe+SS,"[[1, 92834, 73468, 3, 31172, 54803, 6052]]",[33],[0.07523322105407715],[27.900000000000002]
27,mobile,5,"[100, 200]",Labbe+SS,"[[43261, 72897, 30772, 63399, 96571, 11801]]",[19],[0.040862083435058594],[21.64]
28,mobile,5,"[100, 200]",Labbe+SS,"[[66568, 13105, 96596, 32966, 49198, 15659]]",[21],[0.04360532760620117],[20.520000000000003]
29,mobile,5,"[100, 200]",Labbe+SS,"[[4449, 50647, 96773, 77069, 24969]]",[16],[0.029143810272216797],[20.14]
30,mobile,5,"[100, 200]",Labbe+SS,"[[25799, 73706, 10855, 83041, 75592, 57062]]",[22],[0.05884051322937012],[25.98]
31,mobile,5,"[100, 200]",Labbe+SS,"[[94167, 26171, 66003, 46254, 12196]]",[15],[0.02673649787902832],[17.560000000000002]
32,mobile,5,"[100, 200]",Labbe+SS,"[[96001, 13569, 49605, 25775, 74445]]",[15],[0.02608513832092285],[23.42]
33,mobile,5,"[100, 200]",Labbe+SS,"[[44172, 97171, 2, 26653, 14241, 75276, 10202, 75459]]",[26],[0.06390142440795898],[35.84]
34,mobile,5,"[100, 200]",Labbe+SS,"[[84995, 4110, 24270, 7635, 48706, 73371, 54466]]",[27],[0.07012319564819336],[27.220000000000006]
35,mobile,5,"[100, 200]",Labbe+SS,"[[95566, 53600, 34905, 6166, 67403, 30044]]",[21],[0.04979848861694336],[20.94]
36,mobile,5,"[100, 200]",Labbe+SS,"[[4583, 51004, 32569, 74500, 83442, 74639]]",[17],[0.03612232208251953],[19.92]
37,mobile,5,"[100, 200]",Labbe+SS,"[[95605, 62996, 55768, 9171, 32649]]",[17],[0.030183076858520508],[18.2]
38,mobile,5,"[100, 200]",Labbe+SS,"[[87672, 35063, 15197, 56338, 66768, 48602]]",[20],[0.04956817626953125],[21.1]
39,mobile,5,"[100, 200]",Labbe+SS,"[[34975, 88770, 9936, 66446, 48801, 12663]]",[21],[0.047496795654296875],[22.119999999999997]
