scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,6,"[100, 100]",StrapGA_sort_6b,"[[57396, 43500, 5415, 43104, 31247, 25189, 13764]]",[232740],[360.01899933815],[6.553757586479187]
1,stationary,6,"[100, 100]",StrapGA_sort_6b,"[[48363, 6448, 27298, 55092, 34146, 12800]]",[252210],[360.02811098098755],[6.001771354675292]
2,stationary,6,"[100, 100]",StrapGA_sort_6b,"[[21577, 51847, 44085, 16884, 39047, 6152]]",[52220],[74.03867745399475],[5.537251443862915]
3,stationary,6,"[100, 100]",StrapGA_sort_6b,"[[24850, 44875, 3698, 58782, 11804, 8208, 34104]]",[254859],[360.02451395988464],[6.285158543586731]
4,stationary,6,"[100, 100]",StrapGA_sort_6b,"[[43441, 7668, 15704, 22315, 51042, 35371]]",[73626],[107.55870819091797],[6.045685396194458]
5,stationary,6,"[100, 100]",StrapGA_sort_6b,"[[52745, 38402, 45976, 2775, 25019, 11616]]",[131175],[181.6135675907135],[6.171454429626466]
6,stationary,6,"[100, 100]",StrapGA_sort_6b,"[[12174, 4356, 12054, 34220, 57919, 41810, 27762]]",[237250],[360.0052103996277],[6.608592739105225]
7,stationary,6,"[100, 100]",StrapGA_sort_6b,"[[14209, 36142, 23581, 1188, 59052, 48289]]",[248832],[360.011598110199],[6.50569860458374]
8,stationary,6,"[100, 100]",StrapGA_sort_6b,"[[38606, 24981, 45659, 11774, 51093, 6602]]",[69333],[92.96622610092163],[5.740256090164185]
9,stationary,6,"[100, 100]",StrapGA_sort_6b,"[[34662, 56112, 48253, 22192, 12515, 21757, 4690]]",[247592],[360.02297711372375],[6.816489982604981]
