scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,6,"[100, 100]",Labbe,"[[57396, 25189, 31247, 13764, 49016, 5415, 43104]]",[25],[0.04725384712219238],[8.55707021713257]
1,stationary,6,"[100, 100]",Labbe,"[[48363, 6448, 27298, 34146, 55092, 12800]]",[23],[0.03368806838989258],[6.04665521621704]
2,stationary,6,"[100, 100]",Labbe,"[[16884, 21577, 39047, 44085, 6152, 51847]]",[21],[0.022337675094604492],[6.726913385391235]
3,stationary,6,"[100, 100]",Labbe,"[[24850, 44875, 58782, 8208, 34104, 11804]]",[30],[0.041337013244628906],[6.791319947242737]
4,stationary,6,"[100, 100]",Labbe,"[[7668, 51042, 43441, 35371, 15704, 22315]]",[21],[0.021329879760742188],[6.646866974830627]
5,stationary,6,"[100, 100]",Labbe,"[[52745, 45976, 38402, 2775, 25019, 11616]]",[21],[0.024497509002685547],[6.797409095764161]
6,stationary,6,"[100, 100]",Labbe,"[[57919, 34220, 41810, 27762, 17397, 4356, 12054]]",[25],[0.04277324676513672],[8.38185609817505]
7,stationary,6,"[100, 100]",Labbe,"[[14209, 36142, 23581, 59052, 48289, 1188]]",[30],[0.05265045166015625],[6.713148612976074]
8,stationary,6,"[100, 100]",Labbe,"[[38606, 45659, 24981, 6602, 51093, 11774]]",[21],[0.027458667755126953],[6.847071256637573]
9,stationary,6,"[100, 100]",Labbe,"[[56112, 34662, 48253, 27975, 4690, 12515, 21757]]",[26],[0.039995670318603516],[8.927252349853516]
10,stationary,6,"[100, 100]",Labbe,"[[37616, 12115, 42556, 6646, 25007, 58744, 1295]]",[36],[0.0559539794921875],[9.059610328674317]
11,stationary,6,"[100, 100]",Labbe,"[[42620, 35394, 17503, 54367, 27783, 1772]]",[21],[0.020915746688842773],[7.427234611511231]
12,stationary,6,"[100, 100]",Labbe,"[[58115, 5656, 42343, 28681, 14009, 33262]]",[26],[0.029813766479492188],[6.492536535263062]
13,stationary,6,"[100, 100]",Labbe,"[[1104, 45910, 54010, 18177, 28314, 36056]]",[23],[0.025238513946533203],[6.6947681331634525]
14,stationary,6,"[100, 100]",Labbe,"[[32014, 52140, 28949, 47017, 6691, 18875, 5477]]",[35],[0.052683115005493164],[7.7143754339218145]
15,stationary,6,"[100, 100]",Labbe,"[[27859, 14650, 55681, 33376, 6907, 43402]]",[24],[0.02666449546813965],[6.039492416381837]
16,stationary,6,"[100, 100]",Labbe,"[[7652, 41877, 27381, 34269, 54907, 12253]]",[21],[0.02185988426208496],[6.3406230831146235]
17,stationary,6,"[100, 100]",Labbe,"[[55539, 38319, 27291, 48252, 51752, 4198, 15070, 1398]]",[52],[0.08678102493286133],[9.09858148574829]
18,stationary,6,"[100, 100]",Labbe,"[[53841, 42618, 26986, 4094, 34269, 11476]]",[23],[0.025518417358398438],[7.0023457717895505]
19,stationary,6,"[100, 100]",Labbe,"[[59056, 2596, 45241, 11751, 32076, 27071, 46407]]",[32],[0.048523902893066406],[8.394940509796143]
20,stationary,6,"[100, 100]",Labbe,"[[6219, 44839, 55566, 11144, 38688, 22716, 32873]]",[34],[0.06024885177612305],[9.09142177581787]
21,stationary,6,"[100, 100]",Labbe,"[[50951, 38094, 22847, 41414, 15419, 4978]]",[26],[0.038591623306274414],[7.474540252685547]
22,stationary,6,"[100, 100]",Labbe,"[[59119, 2491, 16271, 22556, 48365, 35791]]",[21],[0.028689146041870117],[5.892767086029052]
23,stationary,6,"[100, 100]",Labbe,"[[47439, 37162, 24470, 52646, 15812, 8081]]",[30],[0.0411527156829834],[6.293712844848633]
24,stationary,6,"[100, 100]",Labbe,"[[38802, 43092, 26346, 4351, 17982, 52369]]",[22],[0.027832984924316406],[6.874769248962402]
25,stationary,6,"[100, 100]",Labbe,"[[29081, 35954, 18415, 5617, 45579, 51907, 13362]]",[30],[0.05043196678161621],[8.642466983795165]
26,stationary,6,"[100, 100]",Labbe,"[[8084, 25871, 47853, 52718, 31849, 14490]]",[28],[0.03601956367492676],[6.632891950607299]
27,stationary,6,"[100, 100]",Labbe,"[[21612, 6416, 58490, 42969, 16477, 31992, 18568]]",[31],[0.04778909683227539],[7.986687591075897]
28,stationary,6,"[100, 100]",Labbe,"[[55601, 26777, 3269, 37651, 13504, 41195]]",[21],[0.02238941192626953],[6.671034593582153]
29,stationary,6,"[100, 100]",Labbe,"[[47951, 22118, 52544, 4363, 17894, 37071]]",[21],[0.030471086502075195],[7.201493091583252]
30,stationary,6,"[100, 100]",Labbe,"[[17408, 7275, 34877, 23046, 2408, 41785, 58554]]",[39],[0.06957221031188965],[8.81979214668274]
31,stationary,6,"[100, 100]",Labbe,"[[5806, 38059, 25276, 17785, 45647, 51349]]",[24],[0.030777931213378906],[6.250278043746948]
32,stationary,6,"[100, 100]",Labbe,"[[11111, 44189, 57406, 28981, 30946, 4069]]",[30],[0.03817439079284668],[5.881533892154693]
33,stationary,6,"[100, 100]",Labbe,"[[2761, 18552, 34482, 29017, 52616, 44743]]",[27],[0.03307843208312988],[7.12764940738678]
34,stationary,6,"[100, 100]",Labbe,"[[10979, 35373, 4797, 23478, 45840, 57969]]",[21],[0.023482799530029297],[6.683476822376251]
35,stationary,6,"[100, 100]",Labbe,"[[15947, 43174, 28608, 55315, 32340, 5293]]",[32],[0.04015159606933594],[6.294109601974487]
36,stationary,6,"[100, 100]",Labbe,"[[21265, 32201, 3943, 56770, 4562, 46750, 16413]]",[30],[0.04471778869628906],[6.943394632339476]
37,stationary,6,"[100, 100]",Labbe,"[[24874, 32381, 18606, 41709, 1153, 53746, 6947]]",[31],[0.04564785957336426],[6.9466268062591565]
