scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,6,"[100, 100]",StrapGA_6b,"[[57396, 43489, 5415, 43104, 31247, 25189, 13764]]",[262980],[360.01476526260376],[6.829652395248414]
1,stationary,6,"[100, 100]",StrapGA_6b,"[[48363, 6448, 27298, 55092, 34146, 12800]]",[272227],[360.0306463241577],[6.001771354675292]
2,stationary,6,"[100, 100]",StrapGA_6b,"[[21577, 51847, 44085, 16884, 39047, 6152]]",[24757],[31.078579902648926],[5.537251443862915]
3,stationary,6,"[100, 100]",StrapGA_6b,"[[24850, 44875, 58782, 34104, 8208, 11804]]",[282791],[360.0164279937744],[6.406773591041565]
4,stationary,6,"[100, 100]",StrapGA_6b,"[[43441, 7668, 15704, 22315, 51042, 35371]]",[59063],[78.25098443031311],[6.045685396194458]
5,stationary,6,"[100, 100]",StrapGA_6b,"[[52745, 38402, 45976, 2775, 25019, 11616]]",[65638],[80.543790102005],[6.171454429626466]
6,stationary,6,"[100, 100]",StrapGA_6b,"[[4148, 12054, 4356, 34220, 57919, 41810, 27762]]",[256843],[360.0185852050781],[6.9545423030853275]
7,stationary,6,"[100, 100]",StrapGA_6b,"[[14209, 36142, 23581, 1188, 59052, 48289]]",[269712],[360.0005376338959],[6.50569860458374]
8,stationary,6,"[100, 100]",StrapGA_6b,"[[38606, 24981, 45659, 11774, 51093, 6602]]",[36680],[43.98562240600586],[5.740256090164185]
9,stationary,6,"[100, 100]",StrapGA_6b,"[[24494, 12515, 21757, 34662, 56112, 48253, 4690]]",[274124],[360.0200321674347],[6.847232828140259]
