scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,6,"[100, 100]",StrapGA+SS_sort_6b,"[[57396, 43891, 5415, 43104, 31247, 25189, 13764]]",[189456],[360.02362418174744],[6.778132495880127]
1,stationary,6,"[100, 100]",StrapGA+SS_sort_6b,"[[48363, 6448, 27298, 55092, 34146, 12800]]",[191126],[360.01954340934753],[6.001771354675292]
2,stationary,6,"[100, 100]",StrapGA+SS_sort_6b,"[[21577, 51847, 44085, 16884, 39047, 6152]]",[47958],[83.79221630096436],[5.537251443862915]
3,stationary,6,"[100, 100]",StrapGA+SS_sort_6b,"[[24850, 44875, 58782, 34104, 8208, 11804]]",[194817],[360.03463554382324],[6.406773591041565]
4,stationary,6,"[100, 100]",StrapGA+SS_sort_6b,"[[43441, 7668, 15704, 22315, 51042, 35371]]",[112884],[202.85734868049622],[6.045685396194458]
5,stationary,6,"[100, 100]",StrapGA+SS_sort_6b,"[[52745, 38402, 45976, 2775, 25019, 11616]]",[178902],[320.6312758922577],[6.171454429626466]
6,stationary,6,"[100, 100]",StrapGA+SS_sort_6b,"[[57919, 12875, 4356, 12054, 34220, 41810, 27762]]",[187636],[360.02518796920776],[6.846396503448486]
7,stationary,6,"[100, 100]",StrapGA+SS_sort_6b,"[[14209, 36142, 23581, 1188, 59052, 48289]]",[200905],[360.0349304676056],[6.50569860458374]
8,stationary,6,"[100, 100]",StrapGA+SS_sort_6b,"[[38606, 24981, 45659, 11774, 51093, 6602]]",[82465],[144.12842774391174],[5.740256090164185]
9,stationary,6,"[100, 100]",StrapGA+SS_sort_6b,"[[22995, 12515, 21757, 34662, 56112, 48253, 4690]]",[198423],[360.01463437080383],[6.652632646560669]
