scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[159524],[360.00931096076965],[None]
1,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[160552],[360.0043330192566],[None]
2,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[22090, 11, 4655, 9, 28246, 13093, 37894]]",[190882],[360.00647234916687],[8.305045909881592]
3,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[1, 13278, 37094, 7558, 24029]]",[182240],[360.00222516059875],[6.153417315483093]
4,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[9, 13794, 27775, 38229, 4738]]",[124108],[226.0209515094757],[5.37211404800415]
5,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[6, 12454, 31892, 26391, 5955]]",[186075],[360.0130121707916],[5.497904510498047]
6,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[158133],[360.011438369751],[None]
7,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[206247],[360.0099596977234],[None]
8,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[233691],[360.0104703903198],[None]
9,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[6, 38033, 13831, 7, 6968, 22478]]",[205623],[360.0009274482727],[6.524466228485107]
10,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[3, 22387, 4, 6532, 31830, 16383, 5646]]",[232378],[360.00278663635254],[8.058803691864014]
11,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[192298],[360.0083706378937],[None]
12,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[22889, 4, 37936, 4347, 17878]]",[182251],[360.00050115585327],[5.692148723602295]
13,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[5, 23144, 7951, 17390, 32681]]",[213505],[360.0014135837555],[6.005995597839355]
14,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[8, 12743, 0, 25586, 32086, 8242]]",[223919],[360.01454496383667],[7.9298758125305175]
15,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[221727],[360.01033186912537],[None]
16,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[36829, 2, 24191, 18065, 2952]]",[182359],[360.0109558105469],[5.593344993591309]
17,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[7633, 7, 38277, 23533, 12474]]",[14248],[27.805418252944946],[5.268790235519409]
18,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[12684, 0, 32139, 26280, 5929]]",[42676],[87.73336434364319],[5.015482316017151]
19,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[4, 37629, 5, 22431, 7272, 13279]]",[238438],[360.00510573387146],[7.35652265548706]
20,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[233845],[360.017138004303],[None]
21,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[8, 17077, 1735, 6, 35933, 22380]]",[206318],[360.0064604282379],[6.760706882476806]
22,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[199723],[360.0002329349518],[None]
23,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[15440, 31837, 22076, 6882]]",[2033],[3.432929754257202],[2.983685863018036]
24,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[215949],[360.01734828948975],[None]
25,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[36529, 2, 21988, 13030, 5666]]",[183035],[360.01377177238464],[5.818560891151428]
26,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[0, 26932, 31893, 2, 12347, 6068]]",[197146],[360.00667119026184],[7.266740608215332]
27,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[27179, 4, 2691, 36838, 11747]]",[44726],[87.3094551563263],[5.218679866790772]
28,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[11, 7788, 17838, 33792, 22050]]",[191489],[360.0044906139374],[5.799096584320068]
29,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[159487],[360.0066578388214],[None]
30,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[6952, 10, 6684, 26629, 31930, 12066]]",[224388],[360.01879358291626],[6.089763879776001]
31,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[3, 32629, 27791, 4, 2872, 16938]]",[210558],[360.01153326034546],[7.559446353912353]
32,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[9, 23030, 38290, 4, 6553, 12973]]",[203974],[360.0126793384552],[6.639588680267334]
33,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[3, 23091, 38191, 4, 3348, 17856]]",[181129],[360.01100301742554],[7.560422420501709]
34,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[5, 23242, 1, 12883, 38136, 7183]]",[179955],[360.0061671733856],[7.28466902256012]
35,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[3343, 36839, 17780, 23183]]",[2884],[4.971462726593018],[3.513315963745117]
36,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[4, 36436, 2, 17671, 22731, 2782]]",[204045],[360.0039346218109],[6.955956611633301]
37,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[3549, 16585, 6, 13893, 37794, 17058, 7, 2980, 22536]]",[204506],[360.00788927078247],[8.90648124217987]
38,stationary,4,"[100, 100]",StrapGA+SS_4b,[None],[232435],[360.0084011554718],[None]
39,stationary,4,"[100, 100]",StrapGA+SS_4b,"[[11782, 0, 37830, 23445, 8174, 12586]]",[182492],[360.0074768066406],[6.858922967910767]
