scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,4,"[100, 100]",Labbe,[None],[178150],[360.0004482269287],[None]
1,stationary,4,"[100, 100]",Labbe,[None],[181550],[360.00124287605286],[None]
2,stationary,4,"[100, 100]",Labbe,[None],[184534],[360.000431060791],[None]
3,stationary,4,"[100, 100]",Labbe,[None],[187833],[360.0001759529114],[None]
4,stationary,4,"[100, 100]",Labbe,[None],[276375],[360.0015776157379],[None]
5,stationary,4,"[100, 100]",Labbe,[None],[274860],[360.0006489753723],[None]
6,stationary,4,"[100, 100]",Labbe,[None],[288831],[360.001029253006],[None]
7,stationary,4,"[100, 100]",Labbe,[None],[182957],[360.001256942749],[None]
8,stationary,4,"[100, 100]",Labbe,[None],[36219],[42.16796851158142],[None]
9,stationary,4,"[100, 100]",Labbe,[None],[178843],[360.00188517570496],[None]
10,stationary,4,"[100, 100]",Labbe,[None],[185674],[360.00054693222046],[None]
11,stationary,4,"[100, 100]",Labbe,[None],[283680],[360.0012390613556],[None]
12,stationary,4,"[100, 100]",Labbe,[None],[289717],[360.0001485347748],[None]
13,stationary,4,"[100, 100]",Labbe,[None],[225555],[360.0001895427704],[None]
14,stationary,4,"[100, 100]",Labbe,[None],[188525],[360.0010595321655],[None]
15,stationary,4,"[100, 100]",Labbe,[None],[333482],[360.0000569820404],[None]
16,stationary,4,"[100, 100]",Labbe,[None],[279185],[360.000159740448],[None]
17,stationary,4,"[100, 100]",Labbe,[None],[38368],[45.71596956253052],[None]
18,stationary,4,"[100, 100]",Labbe,[None],[246441],[275.23806405067444],[None]
19,stationary,4,"[100, 100]",Labbe,[None],[192044],[360.0000193119049],[None]
20,stationary,4,"[100, 100]",Labbe,[None],[117819],[126.40089797973633],[None]
21,stationary,4,"[100, 100]",Labbe,[None],[189605],[360.000741481781],[None]
22,stationary,4,"[100, 100]",Labbe,[None],[180778],[360.0002672672272],[None]
23,stationary,4,"[100, 100]",Labbe,"[[6882, 15440, 31837, 22076]]",[10],[0.09757518768310547],[3.0251574587821963]
24,stationary,4,"[100, 100]",Labbe,[None],[208935],[360.0010099411011],[None]
25,stationary,4,"[100, 100]",Labbe,[None],[187357],[360.00096011161804],[None]
26,stationary,4,"[100, 100]",Labbe,[None],[186963],[360.00072479248047],[None]
27,stationary,4,"[100, 100]",Labbe,[None],[51861],[60.23284077644348],[None]
28,stationary,4,"[100, 100]",Labbe,[None],[320573],[360.00144505500793],[None]
29,stationary,4,"[100, 100]",Labbe,[None],[194466],[360.0013177394867],[None]
30,stationary,4,"[100, 100]",Labbe,[None],[290549],[360.00011467933655],[None]
31,stationary,4,"[100, 100]",Labbe,[None],[190726],[360.00145626068115],[None]
32,stationary,4,"[100, 100]",Labbe,[None],[186280],[360.0006983280182],[None]
33,stationary,4,"[100, 100]",Labbe,[None],[187003],[360.0017304420471],[None]
34,stationary,4,"[100, 100]",Labbe,[None],[180836],[360.00038719177246],[None]
35,stationary,4,"[100, 100]",Labbe,"[[3343, 36839, 17780, 23183]]",[10],[0.01168680191040039],[3.513315963745117]
36,stationary,4,"[100, 100]",Labbe,[None],[188379],[360.0001931190491],[None]
37,stationary,4,"[100, 100]",Labbe,[None],[175832],[360.00185656547546],[None]
38,stationary,4,"[100, 100]",Labbe,[None],[307518],[360.0000765323639],[None]
39,stationary,4,"[100, 100]",Labbe,[None],[282856],[360.0011661052704],[None]
