scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,7,"[100, 100]",StrapGA_sort_4b,"[[37596, 68255, 4783, 14756, 44326, 51619, 37427, 27682, 3686]]",[209938],[360.02293634414673],[9.627293109893799]
1,stationary,7,"[100, 100]",StrapGA_sort_4b,"[[1689, 51855, 65155, 14385, 31817, 24817, 48007, 8280]]",[213730],[360.0280292034149],[9.786234216690062]
2,stationary,7,"[100, 100]",StrapGA_sort_4b,"[[32427, 45726, 18528, 4264, 48397, 65625, 27164, 32817, 55695]]",[209881],[360.0212552547455],[10.046618995666504]
3,stationary,7,"[100, 100]",StrapGA_sort_4b,"[[7800, 44419, 11419, 31983, 44984, 55128, 6156, 27989, 62855, 27911]]",[210566],[360.0002863407135],[11.104669785499572]
4,stationary,7,"[100, 100]",StrapGA_sort_4b,"[[38488, 47957, 1556, 15591, 22190, 52518, 36425, 68490, 46057]]",[209151],[360.00020122528076],[10.44132703781128]
5,stationary,7,"[100, 100]",StrapGA_sort_4b,"[[51384, 24882, 24760, 4589, 27472, 54262, 41586, 31459, 62519, 48600, 2392, 15706]]",[201504],[360.0213873386383],[11.052897534370425]
6,stationary,7,"[100, 100]",StrapGA_sort_4b,"[[15162, 46524, 1492, 34390, 27194, 61458, 38161, 14168, 54497, 2728, 53800]]",[186652],[360.001610994339],[10.108541705608369]
7,stationary,7,"[100, 100]",StrapGA_sort_4b,"[[16892, 34096, 11385, 37391, 24292, 55427, 62520, 11383, 48321, 7861, 33956, 8478]]",[202983],[360.02822494506836],[11.767704372406007]
8,stationary,7,"[100, 100]",StrapGA_sort_4b,"[[24757, 61927, 5511, 64184, 12128, 37861, 41855, 58209]]",[234507],[360.0023856163025],[9.486536064147948]
9,stationary,7,"[100, 100]",StrapGA_sort_4b,"[[38602, 64728, 41628, 15301, 52401, 5673, 21469, 68361]]",[218419],[360.000367641449],[8.676257648468017]
