scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,4,"[101, 201]",StrapGA_sort_4b,"[[67685, 55808, 4468, 26011]]",[2866],[5.260581731796265],[5.5535329195532475]
1,stationary,4,"[101, 201]",StrapGA_sort_4b,"[[7361, 51952, 77334, 3488, 32598, 46946]]",[12121],[22.106624841690063],[6.52120678212383]
2,stationary,4,"[101, 201]",StrapGA_sort_4b,"[[6785, 46627, 77491, 30015]]",[24025],[42.15423631668091],[6.591950943446396]
3,stationary,4,"[101, 201]",StrapGA_sort_4b,"[[66845, 46588, 15210, 27196]]",[519],[0.7918598651885986],[4.828393556575964]
4,stationary,4,"[101, 201]",StrapGA_sort_4b,"[[44046, 73997, 9412, 34858]]",[989],[1.6368675231933594],[6.593506339044855]
5,stationary,4,"[101, 201]",StrapGA_sort_4b,"[[13550, 67180, 25113, 48985]]",[4681],[8.774513244628906],[6.54275026226988]
6,stationary,4,"[101, 201]",StrapGA_sort_4b,"[[10802, 64008, 56360, 35564, 6164, 65774, 52998]]",[192948],[360.00146770477295],[8.58355647172078]
7,stationary,4,"[101, 201]",StrapGA_sort_4b,"[[32203, 14843, 48593, 68129, 52349]]",[8508],[16.900411128997803],[7.3124264820967575]
8,stationary,4,"[101, 201]",StrapGA_sort_4b,"[[29264, 16188, 56947, 68698, 27009]]",[4998],[9.330848217010498],[5.846791527058818]
9,stationary,4,"[101, 201]",StrapGA_sort_4b,"[[25812, 66123, 57266, 13528, 24644]]",[6036],[11.025026559829712],[7.36349092615713]
