scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,5,"[100, 200]",Labbe+S,"[[25258, 54852, 25242, 5290, 34339, 85242, 73992]]",[36],[0.08281397819519043],[25.36]
1,mobile,5,"[100, 200]",Labbe+S,"[[14448, 13, 84456, 34713, 54759, 64913]]",[20],[0.03765463829040527],[21.080000000000002]
2,mobile,5,"[100, 200]",Labbe+S,"[[9, 14327, 65192, 24541, 95595, 73674, 44487]]",[40],[0.08614873886108398],[24.62]
3,mobile,5,"[100, 200]",Labbe+S,"[[95281, 14, 4781, 74791, 26043, 35130, 45460, 26535]]",[32],[0.08231163024902344],[29.48]
4,mobile,5,"[100, 200]",Labbe+S,"[[32051, 85790, 10, 15363, 66133, 55105]]",[24],[0.05461478233337402],[23.54]
5,mobile,5,"[100, 200]",Labbe+S,"[[11, 85190, 5742, 25243, 74922, 55397, 29458]]",[35],[0.07896280288696289],[19.14]
6,mobile,5,"[100, 200]",Labbe+S,"[[55532, 6092, 75070, 32389, 45445, 33951, 95597, 44761]]",[46],[0.11374902725219727],[27.680000000000003]
7,mobile,5,"[100, 200]",Labbe+S,"[[45252, 7105, 4, 75567, 24963, 8, 84857, 54242]]",[42],[0.10070180892944336],[21.900000000000006]
8,mobile,5,"[100, 200]",Labbe+S,"[[85253, 35317, 7583, 75266, 17, 46262, 84722]]",[28],[0.056395530700683594],[28.540000000000003]
9,mobile,5,"[100, 200]",Labbe+S,"[[2, 32043, 46579, 45922, 93590, 64589, 48089, 8744]]",[65],[0.15556097030639648],[23.639999999999997]
