scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,3,"[100, 100]",Labbe+SS,"[[16390, 27758, 2255]]",[6],[0.00836038589477539],[3.870342388153076]
1,stationary,3,"[100, 100]",Labbe+SS,"[[11638, 24749, 2283, 26419, 6245]]",[13],[0.03072047233581543],[5.399714965820312]
2,stationary,3,"[100, 100]",Labbe+SS,"[[5543, 23037, 18647]]",[6],[0.009810209274291992],[2.484229326248169]
3,stationary,3,"[100, 100]",Labbe+SS,"[[2793, 12722, 23860]]",[6],[0.010058879852294922],[3.337744560241699]
4,stationary,3,"[100, 100]",Labbe+SS,"[[16085, 21639, 4446]]",[6],[0.008941411972045898],[2.4304856204986574]
5,stationary,3,"[100, 100]",Labbe+SS,"[[16839, 8564, 23820]]",[6],[0.009584426879882812],[3.5612384414672853]
6,stationary,3,"[100, 100]",Labbe+SS,"[[21759, 7129, 15757, 6587]]",[8],[0.015871047973632812],[4.235393886566163]
7,stationary,3,"[100, 100]",Labbe+SS,"[[17538, 23579, 4238, 24671]]",[9],[0.017500638961791992],[3.806567039489746]
8,stationary,3,"[100, 100]",Labbe+SS,"[[17336, 8167, 26293]]",[6],[0.010236978530883789],[4.0029779815673825]
9,stationary,3,"[100, 100]",Labbe+SS,"[[28744, 12877, 4431]]",[6],[0.010633230209350586],[3.9369481658935546]
10,stationary,3,"[100, 100]",Labbe+SS,"[[3441, 28430, 15954]]",[6],[0.01600027084350586],[3.876567211151123]
11,stationary,3,"[100, 100]",Labbe+SS,"[[1681, 11225, 23948, 6440, 14082]]",[19],[0.041452646255493164],[5.637447299957275]
12,stationary,3,"[100, 100]",Labbe+SS,"[[14431, 5178, 21618]]",[6],[0.008599519729614258],[3.558584899902344]
13,stationary,3,"[100, 100]",Labbe+SS,"[[24793, 15939, 5264]]",[6],[0.009150981903076172],[3.315301389694214]
14,stationary,3,"[100, 100]",Labbe+SS,"[[1389, 25142, 16887]]",[6],[0.00952768325805664],[3.4946051406860352]
15,stationary,3,"[100, 100]",Labbe+SS,"[[5385, 25934, 11477, 24647, 17838]]",[15],[0.03054022789001465],[5.173279232978821]
16,stationary,3,"[100, 100]",Labbe+SS,"[[1982, 27968, 14626]]",[6],[0.008051395416259766],[3.6164797163009643]
17,stationary,3,"[100, 100]",Labbe+SS,"[[16272, 3167, 21925]]",[6],[0.009356498718261719],[3.649782428741455]
18,stationary,3,"[100, 100]",Labbe+SS,"[[15535, 7864, 16120, 14953, 22426, 14590, 23840]]",[23],[0.05022120475769043],[6.59036376953125]
19,stationary,3,"[100, 100]",Labbe+SS,"[[28119, 13535, 7580]]",[6],[0.007877588272094727],[3.6760637474060056]
20,stationary,3,"[100, 100]",Labbe+SS,"[[12449, 26333, 8079]]",[6],[0.007889509201049805],[3.1863425159454346]
21,stationary,3,"[100, 100]",Labbe+SS,"[[22189, 3623, 14153]]",[6],[0.009738445281982422],[3.5916714668273926]
22,stationary,3,"[100, 100]",Labbe+SS,"[[13284, 3325, 26769]]",[6],[0.008933305740356445],[3.6756341552734373]
23,stationary,3,"[100, 100]",Labbe+SS,"[[21454, 14025, 6939, 14343]]",[8],[0.01823592185974121],[3.4748537254333502]
24,stationary,3,"[100, 100]",Labbe+SS,"[[5439, 18334, 23889]]",[6],[0.008343696594238281],[3.548268928527832]
25,stationary,3,"[100, 100]",Labbe+SS,"[[3956, 26590, 18048]]",[6],[0.008936643600463867],[3.3190782737731936]
26,stationary,3,"[100, 100]",Labbe+SS,"[[5437, 21755, 16463]]",[6],[0.007811546325683594],[3.0260754966735837]
27,stationary,3,"[100, 100]",Labbe+SS,"[[8067, 28642, 12369]]",[6],[0.007699012756347656],[3.7979728507995603]
28,stationary,3,"[100, 100]",Labbe+SS,"[[18637, 23185, 5954, 13334]]",[9],[0.016021013259887695],[4.201187000274658]
29,stationary,3,"[100, 100]",Labbe+SS,"[[3543, 26165, 13292]]",[6],[0.00990748405456543],[4.225009346008301]
30,stationary,3,"[100, 100]",Labbe+SS,"[[7351, 15882, 26219]]",[6],[0.007977962493896484],[2.716009950637818]
31,stationary,3,"[100, 100]",Labbe+SS,"[[12259, 22384, 6327]]",[6],[0.010160684585571289],[3.649608993530274]
32,stationary,3,"[100, 100]",Labbe+SS,"[[28181, 3425, 16253, 2069]]",[9],[0.021775484085083008],[5.05381175994873]
33,stationary,3,"[100, 100]",Labbe+SS,"[[12550, 1890, 25476, 7422]]",[9],[0.017299652099609375],[5.86508544921875]
34,stationary,3,"[100, 100]",Labbe+SS,"[[21288, 12042, 5447]]",[6],[0.010114669799804688],[3.3502516746520996]
35,stationary,3,"[100, 100]",Labbe+SS,"[[25048, 16586, 1626]]",[6],[0.009491443634033203],[3.821973114013672]
36,stationary,3,"[100, 100]",Labbe+SS,"[[2767, 26972, 24039, 17193, 26040]]",[12],[0.02626800537109375],[4.716750450134277]
37,stationary,3,"[100, 100]",Labbe+SS,"[[15375, 1945, 28546]]",[6],[0.009764909744262695],[2.8586794662475588]
38,stationary,3,"[100, 100]",Labbe+SS,"[[13529, 8243, 25984]]",[6],[0.009974002838134766],[3.1054833984375003]
39,stationary,3,"[100, 100]",Labbe+SS,"[[3620, 16874, 26918]]",[6],[0.013231754302978516],[3.5921285629272464]
