scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,3,"[100, 100]",StrapGA_sort_4b,"[[16390, 2255, 27758]]",[216],[0.4769625663757324],[3.709143352508545]
1,stationary,3,"[100, 100]",StrapGA_sort_4b,"[[27170, 6245, 26419, 11638]]",[563],[1.0115795135498047],[3.3757435131072997]
2,stationary,3,"[100, 100]",StrapGA_sort_4b,"[[18647, 5543, 23037]]",[84],[0.12943029403686523],[2.336480188369751]
3,stationary,3,"[100, 100]",StrapGA_sort_4b,"[[2793, 12722, 23860]]",[155],[0.2509949207305908],[3.337744560241699]
4,stationary,3,"[100, 100]",StrapGA_sort_4b,"[[16085, 21639, 4446]]",[113],[0.17017483711242676],[2.4304856204986574]
5,stationary,3,"[100, 100]",StrapGA_sort_4b,"[[23820, 16839, 8564]]",[41],[0.05863046646118164],[3.403990821838379]
6,stationary,3,"[100, 100]",StrapGA_sort_4b,"[[21759, 4186, 15757, 6587]]",[417],[0.7312955856323242],[3.4322243309020997]
7,stationary,3,"[100, 100]",StrapGA_sort_4b,"[[17538, 23067, 4238, 24671]]",[1004],[1.87666916847229],[3.640674858093262]
8,stationary,3,"[100, 100]",StrapGA_sort_4b,"[[17336, 8167, 26293]]",[873],[1.5581533908843994],[4.0029779815673825]
9,stationary,3,"[100, 100]",StrapGA_sort_4b,"[[28744, 12877, 4431]]",[552],[0.9708836078643799],[3.9369481658935546]
