scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,7,"[100, 200]",Labbe+SS,"[[15911, 124104, 6, 116223, 50865, 84212, 67343, 95153, 28601]]",[58],[0.1330888271331787],[31.3]
1,mobile,7,"[100, 200]",Labbe+SS,"[[35761, 6175, 37, 75492, 87306, 107063, 54799, 104412, 125261]]",[65],[0.14623236656188965],[32.64]
2,mobile,7,"[100, 200]",Labbe+SS,"[[95475, 5, 116409, 65466, 8, 48803, 15551, 123757, 11115, 31561]]",[95],[0.23888158798217773],[35.900000000000006]
3,mobile,7,"[100, 200]",Labbe+SS,"[[20, 34610, 25, 76311, 32, 125623, 4132, 83972, 33, 53769, 106285]]",[93],[0.2245030403137207],[35.379999999999995]
4,mobile,7,"[100, 200]",Labbe+SS,"[[66474, 116307, 55021, 35669, 86748, 125311, 14582, 44798, 12587]]",[54],[0.12363696098327637],[34.1]
5,mobile,7,"[100, 200]",Labbe+SS,"[[33, 24264, 106355, 64711, 135614, 93270, 55760, 5794, 12, 75160, 48917]]",[82],[0.19874095916748047],[39.78]
6,mobile,7,"[100, 200]",Labbe+SS,"[[46121, 33911, 134469, 84392, 15, 105942, 64277, 12022, 53775]]",[78],[0.1875286102294922],[29.98]
7,mobile,7,"[100, 200]",Labbe+SS,"[[15, 136152, 8995, 27147, 76415, 50103, 85860, 44297, 95708, 112466]]",[55],[0.12683582305908203],[32.18]
8,mobile,7,"[100, 200]",Labbe+SS,"[[4462, 41, 32137, 64157, 94086, 125614, 56380, 116220, 5089]]",[218],[0.5213866233825684],[34.56]
9,mobile,7,"[100, 200]",Labbe+SS,"[[85823, 34804, 136338, 8961, 103922, 55694, 66677]]",[43],[0.0867612361907959],[16.400000000000002]
