scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,stationary,5,"[101, 101]",Labbe,"[[18179, 1254, 47025, 23772, 33803]]",[15],[0.018864154815673828],[6.5193552073865835]
1,stationary,5,"[101, 101]",Labbe,"[[18997, 22077, 42554, 37830, 3623]]",[15],[0.01770782470703125],[5.575283843691986]
2,stationary,5,"[101, 101]",Labbe,"[[12122, 46431, 26806, 8585, 32804]]",[15],[0.017592906951904297],[5.781396676998328]
3,stationary,5,"[101, 101]",Labbe,"[[39375, 12358, 45449, 26622, 8087]]",[16],[0.022313833236694336],[6.2528924847593395]
4,stationary,5,"[101, 101]",Labbe,"[[27946, 17369, 1908, 42961, 38109]]",[15],[0.015090227127075195],[4.98875616564609]
5,stationary,5,"[101, 101]",Labbe,"[[39458, 1242, 17178, 25110, 47098]]",[15],[0.017585039138793945],[6.806943761240137]
6,stationary,5,"[101, 101]",Labbe,"[[25396, 49546, 12253, 33734, 2888]]",[15],[0.029908418655395508],[5.564005134129288]
7,stationary,5,"[101, 101]",Labbe,"[[13799, 1859, 28651, 49178, 35963]]",[15],[0.03245043754577637],[5.951477749512927]
8,stationary,5,"[101, 101]",Labbe,"[[1553, 34387, 24542, 16507, 49862]]",[16],[0.02510857582092285],[5.39302370807912]
9,stationary,5,"[101, 101]",Labbe,"[[8845, 22688, 49294, 11748, 32315]]",[18],[0.02515125274658203],[7.169701944483389]
